NFCSID,STATEQ,CENSUSDIV,CENSUSREG,A3,A3Ar_w,A3B,A4A_new_w,A5_2012,A6,A7,A7A,A11,A8,AM21,AM22,X3,X4,AM8,A9,A10,A10A,A21,A22,A14,J1,J2,J3,J4,J5,J6,J8,J9,J10,J20,J11,J12,K_1,K_2,K_3,K_4,K_5,B20_1,B20_2,B20_3,B20_4,B11A,B21,B22_1,B22_2,B22_3,B22_4,B22_5,B22_6,B22_7,B22_8,B1,B2,B4,B23,B14,C1_2012,C2_2012,C3_2012,C4_2012,C5_2012,C10_2012,C11_2012,D20_1,D20_2,D20_3,D20_4,D20_5,D20_6,D20_7,EA_1,EA_2A,E4A,E5_2012,E7,E8,E20,E15,E16,F1,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F10,G1,G20,G21,G22,G4,G25_1,G25_2,G25_3,G25_4,G25_5,G23,H1,H3,M1_1,M1_2,M4,M20,M21_1,M21_2,M21_3,M21_4,M22,M6,M7,M8,M9,M10,wgt_n2,wgt_d2,wgt_s3
2012027706,42,4,2,1,1,1,2,4,1,2,1,1,2,3,1,2,2,99,3,3,1,1,1,1,5,6,2,1,1,2,1, ,1,2,1,1,1,1,1,1,1,2,1,1,2,1,3,1,2,2,2,3,2,3,1,1,1,1, ,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,6,5,1,2,1,2,1,3,1,2,2,1,1,1,1,1,2,1,1,1,3,2,4,3,2,5,1,2,2,3,5,1, , , , ,1,1,1,1,1,1,0.442892108726944,0.370083394461249,3.995953443793070
2012027707,40,1,1,2,3,9,2,2,4,1,3,1,3,3, ,1, , ,3, ,1,1,2, ,1,1,3,2,2,2,1, ,1,4,2,2,2,2,2,2,2,2,2,2,1, ,4,1,3,3,3,1,1,1,3,2,2, ,1, ,2, , ,2, , , ,1,2,2,2,1,2,1,2,2, , , , , , ,2,7, , , , , , , ,2,1,2, ,2,1,1,1,4,1,1,2,2,7,7,5,3, , , , ,1,1,3,2,1,98,0.643714122132776,0.457791038500734,2.308788642663780
2012027708,7,1,1,2,6,12,1,2,5,2,2,5,3,3, ,1, , ,8,8,2,2, ,99,8,1,3,3,98, , ,99,99,2,1,1,2,1,2,1,1,2,2,1,2, ,3,2,2,1,2,2,1,3,3,1,1,2, ,2,1,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1, ,2,2, , ,2,2,1,2,2,2,2,2,1,2,2,2, ,2,1,1,1,1,1,99,1,1,7,7,6,98, , , , ,1,1,98,2,2,2,0.450034277523871,1.629651375954510,1.094209757592560
2012027709,7,1,1,2,6,12,1,2,1,2,1,5,7,3,3,1, , ,8,8,2,2, ,3,9,1,1,2,1, , ,1,2,1,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,3,1,3,3,3,3,1,1,2, ,1,2, , ,1,2,2,1,2,2,1,1,2,1,2,1,1,1, ,2,2, , ,2,7, , , , , , , ,2,2,2, ,2,1,1,1,1,1,1,1,2,7,5,7,3, , , , ,1,1,3,2,1,98,0.450034277523871,1.629651375954510,1.094209757592560
2012027710,7,1,1,1,1,1,1,2,2,3,3,6,4,3, ,1, , ,7, ,1,2, , ,2,5,1,98,1, ,2, ,2,4,2,2,2,2,2,2,2,98,2,2,2, , ,2,3,3,3,3,3,3,3,2,2, ,2, ,2, , ,2, , , ,2,2,2,2,2,2,2,2,2, , , , , , ,98,7, , , , , , , ,2,2,2, ,2,1,1,1,1,1,4,1,2,6,7,6,3, , , , ,1,1,3,4,98,2,0.599845156185760,2.164464450125550,1.476894893959750
2012027711,51,8,4,2,2,8,1,3,1,2,1,3,4,3,3,1, , ,4,2,1,2, ,3,1,1,3,2,2,1,2, ,2,3,2,2,2,2,2,2,2,2,2,1,2, ,3,2,3,2,1,3,3,3,3,1,1,2, ,2,2, , ,2, , , ,1,2,2,2,2,2,2,1,2,2,100,2,2, , ,2,1,2,1,2,2,2,2,2,1,2,2, ,2,1,3,3,2,1,5,1,2,6,4,5,3, , , , ,1,1,98,4,98,98,0.416588086521708,0.211351591503050,0.882961178528508
2012027712,7,1,1,2,3,9,1,3,1,2,1,2,3,2,2,1, ,2,3,3,1,2, ,1,5,5,3,2,2,2,2, ,2,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,3,1,3,3,1,2,2, ,2,2, , ,2, , , ,1,2,2,2,2,1,2,2,2, , , , , , ,2,2,2,1,1,1,2,2,2,2,2,2, ,2,1,1,1,2,2,4,2,2,4,4,4,3, , , , ,98,98,1,98,1,98,0.402014359606574,1.559069576976880,1.023850146092920
2012027713,42,4,2,1,6,6,1,4,1,2,1,5,5,2,3,1, ,2,8,8,2,2, ,1,7,8,3,3,1, , ,1,2,1,1,1,2,2,2,2,2,2,2,1,2, ,3,3,2,1,3,3,1,3,3,1,1,2, ,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,10,-98,2,2, , ,2,2,1,2,2,2,2,2,2,2,2,2, ,2,1,1,1,1,1,1,1,1,6,7,6,3, , , , ,1,1,3,2,1,2,0.509040662014997,0.321885874332646,1.156282976326810
2012027714,7,1,1,2,2,8,1,2,1,2,1,6,4,3,3,1, , ,3,2,1,2, ,1,9,10,1,3,1, ,1, ,2,1,1,1,2,1,1,1,1,2,2,1,1, ,3,2,3,2,1,2,1,3,2,1,1,2, ,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,13,20,1,2,2,1,2,3,2,1,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,3,1,1,7,7,7,3, , , , ,1,2,2,2,1,2,0.415504101382371,1.688294977537600,1.080302430254260
2012027715,9,5,3,2,2,8,2,1,2,2,2,4,2,3, ,1, , ,4,4,1, , ,3,1,1,2,1,2,2,2, ,1,3,2,1,2,2,2,2,2,2,1,1,1,1,3,1,3,1,1,1,2,3,3,1,1,2, ,2,2, , ,2, , , ,2,2,2,2,1,2,2,2,2, , , , , , ,2,2,1,2,2,2,2,2,2,2,2,2, ,2,1,2,1,2,1,7,1,2,7,7,5,3, , , , ,1,1,2,98,98,98,1.150157916806840,0.109999406028236,1.158408871437120
2012027716,7,1,1,2,5,11,1,6,1,2,1,1,7,3,3,1, , ,2,3,1, , ,1,4,8,1,3,2,2,1, ,2,2,2,2,2,2,2,2,2,2,2,1,2, ,3,2,1,1,3,3,1,3,3,1,1,2, ,1,1,3,1,2,2,2,2,1,2,2,2,2,2,2,1,2,3,30,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2, ,2,1,1,1,1,1,6,1,1,7,7,6,2,2,1,2, ,1,1,3,2,1,2,0.312462139724405,1.161810847796140,0.752593292317840
2012027717,41,5,3,2,3,9,2,2,2,1,3,1,3,3, ,1, , ,2, ,1,2, , ,8,8,2,2,1,1,1, ,1,2,1,1,2,1,2,1,2,2,1,1,1,2,3,1,2,1,2,1,1,1,1,1,1,1, ,2,1, ,1,2,1,2,2,1,2,2,2,2,2,1,1,2,14,80,2,2, , ,2,2,2,1,1,1,2,1,1,2,2,2, ,2,1,1,2,2,2,4,2,2,6,6,6,3, , , , ,2,98,2,1,98,98,1.112816929684220,0.669659956414651,1.032760412774940
2012027718,33,2,1,1,3,3,1,4,1,2,1,2,5,1,3,2,1,2,2,2,1,2, ,3,5,5,3,2,2,2,2, ,2,2,2,2,2,2,1,2,1,2,2,1,2, ,3,2,2,1,2,3,1,3,3,1,1,1, ,2,1,3,1,1,1,2,2,1,2,2,2,2,2,2,1,2,1, ,1,2,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,1,7,1,1,6,6,5,3, , , , ,1,1,3,2,1,2,2.472031354020400,1.596147461020060,1.098146656859400
2012027719,40,1,1,2,4,10,1,4,1,2,1,1,5,3,3,1, , ,2,1,1,2, ,3,6,7,3,2,1,2,2, ,2,2,1,1,2,1,1,1,1,2,2,2,2, , ,2,2,3,1,3,1,3,3,1,1,2, ,2,2, , ,2, , , ,2,2,2,2,2,2,2,1,1,1, ,1,2,1,1,2,3,2,1,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,6,1,1,7,6,5,3, , , , ,1,1,3,98,1,98,0.402014359606574,0.463513710972483,0.882615399019299
2012027720,7,1,1,2,3,9,1,6,2,1,3,6,4,3, ,1, , ,2, ,1, , , ,2,2,3,2,2, ,2, ,1,4,2,2,2,2,2,2,2,2,2,2,2, , ,1,2,3,3,3,3,3,3,1,2,2, ,2,2, , ,2, , , ,1,2,2,2,2,2,2,2,2, , , , , , ,2,7, , , , , , , ,2,2,2, ,2,1,1,1,1,1,4,1,2,3,3,2,3, , , , ,98,1,3,98,1,98,0.279121554237484,1.111491680814090,0.704200220242501
2012027721,7,1,1,1,4,4,1,4,2,1,3,6,2,3, ,1, , ,7, ,1,2, , ,1,4,2,99,2, ,98, ,2,98,99,99,2,2,2,2,2,2,2,1,2, ,3,2,1,3,1,3,2,3,3,1,2,99, ,99,2, , ,2, , , ,2,2,2,2,2,2,2,1,2,8,25,2,2, , ,2,99, , , , , , , ,2,2,2, ,2,1,1,1,1,1,7,1,2,6,7,5,1, , , , ,1,2,3,98,1,98,0.484086275813129,1.791376685417040,1.390305928251860
2012027722,46,1,1,1,4,4,1,2,1,2,1,2,1,3,3,1, , ,6,6,1,2, ,3,1,1,2,1,2,2,2, ,1,4,2,2,2,2,2,1,2,2,1,2,2,1,2,1,3,3,3,2,3,2,3,2,2, ,1, ,2, , ,2, , , ,2,2,2,2,1,2,1,2,2, , , , , , ,2,7, , , , , , , ,2,1,2, ,2,1,1,1,1,1,7,1,2,1,6,4,1, , , , ,1,1,3,98,1,98,0.484086275813129,0.327730074282211,1.296112533455230
2012027723,7,1,1,1,4,4,1,6,1,2,1,2,8,2,3,1, ,1,2,1,1, , ,1,2,5,3,2,2,1,1, ,2,3,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,1,2,2,1,1,1, ,1,1,3,1,1,1,2,2,1,2,2,2,2,1,2,1,1,1, ,1,2,2,1,2,5,2,1,1,1,2,1,1,1,2,2, ,2,1,1,1,1,1,6,1,1,5,7,6,2,1,1,2,2,1,1,3,2,1,2,0.336104694922411,1.277108034463880,0.956247107660770
2012027724,37,7,3,2,2,8,1,4,1,2,1,2,3,3,3,1, , ,4,2,1,2, ,3,4,1,1,2,2,2,2, ,1,4,2,1,1,2,2,2,2,2,1,2,1,1,2,2,3,3,3,2,3,1,3,2,2, ,1, ,98, , ,2, , , ,1,2,2,2,2,2,1,2,2, , , , , , ,2,7, , , , , , , ,2,1,1,1,2,1,1,1,5,2,5,1,2,4,6,3,3, , , , ,1,3,98,1,1,98,1.353697063753220,0.450233984004333,0.985872905235934
2012027725,7,1,1,2,5,11,1,4,4,1,3,2,2,3, ,1, , ,7, ,1,2, , ,1,6,1,1,1,2,2, ,1,4,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,3,1,3,1,3,3,1,1,2, ,2,2, , ,2, , , ,1,2,1,2,1,2,2,2,2, , , , , , ,2,7, , , , , , , ,2,1,2, ,2,1,1,1,1,1,6,1,2,7,7,6,3, , , , ,1,1,1,1,98,98,0.450034277523871,1.629651375954510,1.094209757592560
2012027726,27,8,4,2,1,7,1,2,2,2,2,2,5,3, ,1, , ,4,2,1,2, ,3,7,5,1,3,1,2,1, ,2,3,1,1,1,2,2,1,2,2,2,1,2, ,3,2,3,3,1,3,1,1,3,1,1,2, ,1,1,2,98,2, , , ,1,2,1,2,2,2,2,2,2, , , , , , ,2,1,2,1,1,2,2,2,2,1,1,2, ,2,1,1,1,1,1,7,2,1,5,5,5,2,1, ,2, ,1,1,1,98,1,98,0.416588086521708,0.369604452832568,1.203861795906240
2012027727,7,1,1,2,5,11,1,6,1,2,1,5,8,3,3,1, , ,8,8,2, , ,3,10,5,1,3,1, , ,1,2,1,2,1,2,1,2,2,2,2,2,1,2, ,3,2,2,1,3,3,1,3,3,1,1,2, ,1,1,3,2,1,1,2,2,1,1,2,1,2,2,2,1,2,1, ,1,2,2,1,2,3,1,2,2,1,2,2,2,2,2,2, ,2,1,1,1,1,1,1,1,1,7,6,5,1, , , , ,1,1,3,4,1,2,0.312462139724405,1.161810847796140,0.752593292317840
2012027728,9,5,3,2,5,11,2,4,2,1,3,6,3,3, ,1, , ,2, ,1,2, , ,1,1,1,1,2, ,1, ,1,3,1,1,2,2,2,2,2,2,2,2,2, , ,3,3,3,3,3,3,1,3,1,1,99, ,2,2, , ,2, , , ,1,2,2,2,2,2,2,2,2, , , , , , ,2,7, , , , , , , ,2,1,1,1,2,1,1,1,1,1,2,1,2,4,1,6,3, , , , ,1,98,99,99,99,99,1.245740981632790,0.108116953157839,1.156203229812950
2012027729,9,5,3,2,2,8,1,5,2,1,3,6,5,3, ,1, , ,2, ,1, , , ,8,6,98,3,1, ,1, ,2,2,1,1,2,1,2,1,1,2,2,1,2, ,3,2,2,2,1,3,2,3,3,1,1,2, ,2,1, ,1,2,1,2,2,1,2,2,2,2,2,2,2,2, , , , , , ,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,1,1,1,1,4,1,1,5,5,5,3, , , , ,1,1,98,98,1,2,0.752313942819654,0.089871280297995,0.720897522146980
2012027730,51,8,4,2,2,8,1,5,1,2,1,1,4,3,3,1, , ,4,2,1, , ,1,1,1,2,1,2,2,1, ,2,4,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,3,3,3,3,1,1,1, ,1,1,3,2,1,1,2,2,1,2,2,2,2,2,2,1,2,12,0,1,2,2,1,2,3,2,1,1,1,1,1,2,1,2,2, ,2,1,1,1,1,1,7,2,2,6,6,5,3, , , , ,1,1,3,1,1,2,0.289240201023051,0.150995008821626,0.373127010207849
2012027731,7,1,1,1,5,5,1,2,4,1,3,5,3,3, ,1, , ,8, ,2,2, , ,6,2,2,2,1, , ,1,1,1,2,2,2,1,2,1,2,2,2,1,2, ,3,2,3,2,2,3,1,3,3,1,1,2, ,1,1, ,1,2,2,2,2,1,1,2,2,2,2,2,1,2,9,25,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,1,6,1,2,7,7,6,3, , , , ,1,3,3,98,1,98,0.437667341654546,1.504955885328430,1.073237589940580
2012027732,42,4,2,2,2,8,1,4,1,2,1,2,5,3,3,1, , ,3,2,1,2, ,1,3,2,2,2,2,2,2, ,2,3,1,1,2,2,2,2,2,1,1,1,2,2,3,2,2,3,1,3,1,3,3,1,1,1, ,1,1,2,2,2, , , ,1,2,2,2,2,2,1,2,2, , , , , , ,2,1,2,1,1,2,2,2,2,1,1,1,1,2,1,5,1,4,1,7,1,1,6,6,5,3, , , , ,1,1,3,98,1,98,0.483263114944897,0.321416211607184,0.948925613536754
2012027733,40,1,1,2,3,9,1,2,4,1,3,6,1,3, ,1, , ,6, ,1,2, , ,2,98,3,2,2, ,2, ,2,4,2,2,2,2,2,2,2,98,2,1,2, ,3,2,2,3,1,3,1,3,3,1,2,2, ,2,2, , ,2, , , ,2,2,2,98,1,2,2,2,2, , , , , , ,2,7, , , , , , , ,2,2,2, ,2,1,1,1,1,3,5,1,2,7,5,5,98, , , , ,1,1,98,98,98,98,0.402014359606574,0.463513710972483,0.882615399019299
2012027734,51,8,4,2,2,8,1,4,1,2,1,2,5,3,3,1, , ,4,2,1,2, ,1,4,2,3,2,1,1,2, ,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,3,1,3,1,3,3,1,1,2, ,2,1,2,2,2, , , ,1,2,2,2,2,2,2,1,2,7,-98,1,2,2,1,2,7, , , , , , , ,1,2,2, ,2,1,1,1,1,1,4,1,1,6,3,6,3, , , , ,1,1,3,4,1,98,0.416588086521708,0.211351591503050,0.882961178528508
2012027735,7,1,1,2,5,11,1,2,1,2,1,5,2,3,2,1, ,2,7,8,3,2, ,1,1,1,1,1,1, , ,2,1,2,2,2,1,2,2,2,1,2,2,2,2, , ,2,2,3,1,3,1,3,3,1,1,2, ,98,2, , ,1,2,2,2,2,2,2,1,1,2,2,1,1,1, ,1,1,98,1,2,7, , , , , , , ,2,2,2, ,2,1,1,1,1,1,7,2,2,7,5,5,3, , , , ,1,1,1,2,1,98,0.450034277523871,1.629651375954510,1.094209757592560
2012027736,38,9,4,1,2,2,1,6,2,4,3,6,2,3, ,1, , ,5, ,1, , , ,2,6,2,2,2, ,2, ,1,3,1,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,2,3,3,3,3,1,2,2, ,2,1, ,98,2, , , ,1,2,2,2,1,2,1,2,2, , , , , , ,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,1,1,1,1,7,1,2,4,5,5,3, , , , ,2,1,3,2,1,2,1.554485628256820,0.455059493911991,1.387569700170490
2012027737,35,4,2,2,3,9,1,6,1,2,1,2,5,3,3,1, , ,4,2,1, , ,2,8,1,3,3,1,1,2, ,2,1,1,1,2,1,1,2,2,2,2,1,2, ,3,2,2,1,2,3,3,3,3,1,1,2, ,2,1,3,2,2, , , ,1,2,2,2,2,2,2,1,2,7,-98,1,2,2,1,2,3,1,2,2,2,2,2,2,2,2,2, ,2,1,1,1,1,1,1,1,1,7,7,5,3, , , , ,1,1,3,2,1,2,0.324639759993453,0.162566207780577,0.486235714422131
2012027738,51,8,4,2,2,8,1,4,2,1,3,6,5,3, ,1, , ,3, ,1,1,4, ,1,3,2,1,2, ,2, ,1,4,1,1,1,1,2,1,2,2,1,1,1,1,4,1,2,3,2,2,2,2,3,1,1,1, ,2,2, , ,2, , , ,1,2,2,2,2,2,1,2,2, , , , , , ,2,7, , , , , , , ,2,1,1,1,2,1,5,1,1,1,7,2,2,3,3,3,3, , , , ,1,1,1,2,1,2,0.416588086521708,0.211351591503050,0.882961178528508
2012027739,2,9,4,2,3,9,2,4,1,2,1,2,4,3,2,1, ,2,3,2,1,98, ,3,2,5,2,2,2,1,1, ,1,98,1,1,2,2,2,2,2,2,1,1,2,2,3,2,1,3,1,3,1,3,3,1,1,2, ,2,2, , ,2, , , ,1,2,2,2,1,2,2,1,2,11,0,1,2,1,2,2,3,2,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,7,1,2,4,4,5,3, , , , ,1,2,3,2,1,2,1.592749521579100,0.063279001567379,1.390239589417520
2012027740,7,1,1,2,5,11,1,3,1,2,1,5,2,3,2,1, ,2,7,6,1,2, ,3,1,2,3,1,2, ,2, ,1,4,2,1,2,2,2,2,2,2,1,2,2,2,2,1,3,3,3,2,3,1,3,2,2, ,1, ,2, , ,2, , , ,2,2,2,2,1,2,2,2,2, , , , , , ,2,7, , , , , , , ,2,1,2, ,2,1,1,1,1,1,6,2,2,6,6,5,3, , , , ,1,1,3,1,1,2,0.450034277523871,1.629651375954510,1.094209757592560
2012027741,8,5,3,2,6,12,1,4,2,4,3,5,2,3, ,1, , ,3, ,1,2, , ,1,2,2,1,2, ,2, ,2,4,2,2,2,2,2,2,2,2,2,1,2, ,3,2,2,3,1,3,1,3,3,1,1,1, ,2,2, , ,2, , , ,2,2,2,1,2,2,1,1,2,1, ,99,2, , ,2,1,2,1,1,1,1,1,2,2,1,2, ,2,4,1,1,1,1,1,1,2,7,7,4,3, , , , ,1,1,3,98,1,98,1.173593189941430,0.142829354963573,1.234969748870310
2012027742,2,9,4,2,4,10,1,5,3,2,2,2,3,3, ,1, , ,8,7,2, , ,3,4,5,3,2,2,2, ,2,1,3,2,2,2,2,2,2,2,1,1,2,2,1,1,1,3,3,2,2,3,2,3,1,2,98, ,2,2, , ,2, , , ,1,2,2,2,1,2,1,2,2, , , , , , ,2,7, , , , , , , ,2,1,1,1,2,1,2,3,5,2,7,1,2,7,7,5,2,2,1,2, ,1,1,3,1,1,2,1.041811437363280,0.059608502020984,0.419586072218573
2012027743,7,1,1,2,6,12,1,4,1,2,1,3,3,3,3,1, , ,8,8,2,2, ,3,5,2,2,2,2,2, ,2,1,2,2,2,98,98,98,98,98,2,2,1,2, ,3,3,2,2,2,3,2,3,3,1,1,2, ,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,1,2,1, ,1,2,2,1,2,3,1,1,1,2,2,2,1,2,2,2, ,2,2,1,2,1,1,4,1,1,5,7,6,3, , , , ,1,1,2,2,2,2,0.450034277523871,1.629651375954510,1.094209757592560
2012027744,7,1,1,2,6,12,1,6,1,2,1,5,3,3,2,1, ,2,3,1,1, , ,1,1,1,2,2,2, ,1, ,2,3,1,1,2,2,2,2,2,2,1,1,2,2,3,1,2,2,3,3,2,3,3,1,1,2, ,1,2, , ,2, , , ,1,1,2,1,2,1,1,1,2,1, ,1,1,2,1,2,3,2,1,2,2,2,2,2,2,2,2, ,2,1,1,1,1,1,7,1,1,7,7,7,3, , , , ,1,1,3,98,1,2,0.312462139724405,1.161810847796140,0.752593292317840
2012027745,51,8,4,1,6,6,1,5,1,2,1,5,3,2,2,1, ,2,3,8,1, , ,2,5,3,3,2,2, ,2, ,2,3,2,2,2,2,2,2,2,2,1,1,2,2,3,2,2,3,2,3,3,2,3,1,2,1, ,2,1,1,2,2, , , ,1,2,2,2,1,2,2,1,2,6,10,2,2, , ,2,7, , , , , , , ,2,1,2, ,2,1,4,5,3,1,6,2,2,4,7,4,3, , , , ,1,1,3,1,1,2,0.304668448422580,0.168420563248245,0.658810744618261
2012027746,7,1,1,2,1,7,1,2,1,3,1,6,3,3,3,1, , ,7,2,1,2, ,3,9,6,3,3,2, ,2, ,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,3,1,1,3,3,3,1,1,99, ,1,1,3,2,2, , , ,1,2,2,2,2,2,2,1,2,6,-98,2,2, , ,2,3,1,2,2,2,2,2,2,2,1,2, ,2,3,1,1,2,1,1,1,98,4,7,5,3, , , , ,1,2,2,1,2,1,0.415504101382371,1.688294977537600,1.080302430254260
2012027747,7,1,1,2,5,11,1,2,1,2,1,5,5,3,3,1, , ,3,2,1,2, ,3,7,4,1,3,1, ,2, ,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,1,3,2,3,3,1,1,2, ,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,1, ,1,2,2,1,2,1,2,1,1,2,2,2,2,1,2,2, ,2,1,1,1,1,1,1,1,1,7,7,6,3, , , , ,1,1,3,3,1,1,0.450034277523871,1.629651375954510,1.094209757592560
2012027748,42,4,2,2,4,10,1,4,1,2,1,4,4,3,3,1, , ,1,2,1,2, ,1,2,5,2,2,2,2,2, ,2,3,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,3,3,1,2,2,3,1,1,1, ,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,1, ,2,2, , ,2,2,2,98,98,1,2,2,2,2,1,1,1,2,1,1,1,1,1,7,1,2,5,3,5,2,2,1,2, ,1,3,3,98,1,2,0.467573511379771,0.291141475038145,1.067290676832140
2012027749,37,7,3,2,3,9,2,5,1,2,1,2,4,3,3,1, , ,4,2,1, , ,1,1,6,2,1,2,2,1, ,1,4,2,2,2,2,2,2,2,2,1,2,2,1,2,1,3,3,3,1,3,1,3,2,2, ,1, ,2, , ,2, , , ,1,2,2,2,2,2,2,1,2,13,100,2,2, , ,2,7, , , , , , , ,2,2,2, ,2,3,1,1,5,2,6,2,2,2,7,2,3, , , , ,1,1,3,98,1,98,0.577284635433360,0.266372585749017,0.534369007617503
2012027750,40,1,1,2,4,10,1,2,1,2,1,6,5,3,3,1, , ,2,6,1,2, ,1,9,7,1,3,1, ,1, ,1,1,1,1,2,1,2,1,1,2,1,1,2,2,3,1,2,1,1,3,1,3,3,1,1,2, ,1,1,3,1,1,1,2,1,1,2,1,2,1,2,2,1,1,6,20,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2, ,2,1,1,1,1,1,2,1,1,7,6,6,2,2, ,1, ,1,1,3,1,1,2,0.402014359606574,0.463513710972483,0.882615399019299
2012027751,7,1,1,1,5,5,1,6,1,2,1,2,8,3,3,1, , ,1,1,1, , ,1,8,1,1,3,1,1,1, ,2,1,2,2,2,2,2,2,2,2,2,2,2, , ,2,1,1,3,3,3,3,3,1,1,2, ,2,2, , ,2, , , ,1,2,2,2,2,1,2,1,2,1, ,2,2, , ,2,2,1,2,2,2,2,2,2,2,2,2, ,2,1,1,1,1,1,2,1,2,7,7,6,98, , , , ,98,1,3,2,1,2,0.303875684344105,1.072912954775440,0.738168715502721
2012027752,2,9,4,2,4,10,1,2,4,2,2,5,2,3, ,1, , ,2,2,1,2, ,3,6,4,3,3,2, ,1, ,1,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,1,3,2,3,3,1,1,2, ,2,1,98,98,1,1,2,2,1,2,2,2,2,2,2,1,2,4,25,2,2, , ,2,7, , , , , , , ,2,2,2, ,2,1,1,1,1,1,1,2,2,5,6,5,3, , , , ,1,1,3,98,98,98,1.500504534544320,0.071359286088107,0.836954267344611
2012027753,27,8,4,2,4,10,1,4,1,2,1,3,7,3,3,1, , ,4,2,1,2, ,1,2,5,1,2,2,2,2, ,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,3,1,3,1,3,3,1,1,99, ,98,1,2,2,1,1,2,2,1,2,2,2,1,2,2,1,2,8,10,1,1,2,1,2,7, , , , , , , ,2,2,99, ,2,1,1,1,1,1,4,1,1,5,5,4,3, , , , ,1,1,3,98,1,98,0.403063152121892,0.359491409058416,0.941303509751991
2012027754,2,9,4,2,2,8,1,4,1,2,1,1,4,3,2,1, ,2,4,2,1,2, ,1,4,6,3,2,2,2,1, ,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,1,3,1,3,3,1,1,2, ,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2, , , , , , ,2,2,98,98,98,98,98,98,98,2,2,2, ,2,1,1,1,1,1,3,2,2,5,5,4,2,1,2,1, ,1,1,3,1,1,2,1.550854523843770,0.077654189281311,0.828387270327046
2012027755,7,1,1,2,1,7,1,3,1,2,1,1,5,3,1,2,2,2,4,2,1,2, ,3,3,1,2,2,2,2,2, ,2,2,2,1,2,2,2,1,2,2,2,1,2, ,3,1,3,3,1,2,2,3,3,1,1,2, ,2,98, , ,2, , , ,1,2,2,2,1,2,1,2,2, , , , , , ,2,7, , , , , , , ,1,2,2, ,2,1,1,1,4,1,3,1,1,5,7,4,98, , , , ,1,1,3,4,1,1,0.415504101382371,1.688294977537600,1.080302430254260
2012027756,7,1,1,1,5,5,1,4,1,2,1,5,7,3,3,1, , ,1,2,1,2, ,1,7,8,3,3,1, ,98, ,2,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,1,1,1,3,3,3,3,1,1,2, ,1,2, , ,1,1,2,2,1,2,2,2,2,1,2,1,1,1, ,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2, ,2,1,1,1,1,1,4,1,2,7,7,6,3, , , , ,1,1,3,1,1,1,0.437667341654546,1.504955885328430,1.073237589940580
2012027757,41,5,3,1,2,2,2,2,2,1,3,6,1,3, ,1, , ,7, ,1,2, , ,5,8,3,2,2, ,2, ,1,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,3,3,1,2,3,3,3,1,2,2, ,2,2, , ,2, , , ,2,2,2,2,2,2,2,99,2, , , , , , ,2,7, , , , , , , ,2,2,2, ,2,1,1,1,1,1,4,2,2,5,6,4,3, , , , ,1,1,1,98,98,98,2.504739785979590,0.948359389296586,1.651275234230760
