NFCSID,STATEQ,CENSUSDIV,CENSUSREG,A3,A3Ar_w,A3B,A4A_new_w,A5_2012,A6,A7,A7A,A11,A8,AM21,AM22,X3,X4,AM8,A9,A10,A10A,A21,A22,A14,J1,J2,J3,J4,J5,J6,J8,J9,J10,J20,J11,J12,K_1,K_2,K_3,K_4,K_5,B20_1,B20_2,B20_3,B20_4,B11A,B21,B22_1,B22_2,B22_3,B22_4,B22_5,B22_6,B22_7,B22_8,B1,B2,B4,B23,B14,C1_2012,C2_2012,C3_2012,C4_2012,C5_2012,C10_2012,C11_2012,D20_1,D20_2,D20_3,D20_4,D20_5,D20_6,D20_7,EA_1,EA_2A,E4A,E5_2012,E7,E8,E20,E15,E16,F1,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F10,G1,G20,G21,G22,G4,G25_1,G25_2,G25_3,G25_4,G25_5,G23,H1,H3,M1_1,M1_2,M4,M20,M21_1,M21_2,M21_3,M21_4,M22,M6,M7,M8,M9,M10,wgt_n2,wgt_d2,wgt_s3
2012011910,23,3,2,2,4,10,2,4,2,1,3,2,5,3, ,1, , ,2, ,1,1,2, ,10,10,3,2,1,1,1, ,1,1,1,1,2,1,1,2,1,2,2,1,1, ,3,2,2,1,1,1,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,2,1,1,1,1,1,1,9,100,1,1,2,2,2,3,2,1,1,2,1,1,1,1,1,1,1,2,4,3,5,4,1,7,1,1,7,7,7,2,1,2,1, ,1,2,2,1,1,1,1.495969093855050,0.948260322059145,0.909754873162346
2012011911,6,8,4,2,1,7,2,4,2,4,3,5,7,3, ,1, , ,3, ,1,1,1, ,5,7,1,3,1, ,2, ,2,2,2,2,2,1,2,2,1,1,1,2,2,2,1,1,2,2,3,3,3,3,2,1,1,2, ,1,2, , ,1,1,2,2,1,2,2,2,2,2,1,1,2,13,45,2,2, , ,2,1,1,2,1,2,2,2,1,2,2,1,1,2,1,1,1,1,1,5,1,1,6,4,4,3, , , , ,1,1,3,1,1,98,0.442198247474474,1.753573555208050,1.068551640119620
2012011912,44,7,3,1,1,1,2,3,2,4,3,5,1,3, ,1, , ,7, ,1,2, , ,9,7,98,2,2, ,2, ,2,98,2,2,2,2,2,2,2,2,1,2,2,1,2,3,3,3,3,3,3,3,3,2,2, ,2, ,2, , ,2, , , ,2,2,2,2,2,2,2,2,2, , , , , , ,2,7, , , , , , , ,2,2,2, ,2,1,1,1,1,1,1,98,98,98,7,7,3, , , , ,2,1,98,98,1,2,2.074414307848230,3.577849479194220,1.114394293668210
2012011913,47,5,3,1,3,3,2,5,2,4,3,6,2,3, ,1, , ,3, ,1, , , ,99,8,2,2,1, ,1, ,1,1,1,1,1,1,2,2,2,1,1,1,2,2,3,1,2,1,1,3,2,3,3,1,1,2, ,1,2, , ,1,1,98,1,2,1,1,2,2,1,2,2,2, , , , , , ,2,3,1,1,1,1,2,2,1,2,2,2, ,2,1,1,1,1,1,5,2,1,7,7,7,3, , , , ,1,1,98,1,1,1,0.930372226061880,1.033489698230570,0.805563424381293
2012011914,3,8,4,2,3,9,2,5,1,2,1,1,7,3,3,1, , ,2,2,1, , ,2,6,1,1,3,2,1,2, ,2,2,1,1,1,2,2,2,2,2,2,1,2, ,3,3,2,3,1,3,1,3,3,1,1,2, ,2,1,3,98,1,1,2,2,1,2,2,2,2,2,2,1,2,98, ,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,5,1,1,6,7,4,3, , , , ,1,1,3,98,1,2,0.448101478343099,1.520409948795440,0.619531180255169
2012011915,31,2,1,1,3,3,2,5,4,1,3,6,1,3, ,1, , ,7, ,1, , , ,4,2,1,3,98, ,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,3,3,3,2,3,2,3,2,1, , ,2,2, , ,2, , , ,2,2,2,2,2,2,2,2,2, , , , , , ,2,7, , , , , , , ,2,2,1,98,2,1,1,1,1,1,4,2,2,6,6,6,99, , , , ,1,1,3,1,98,2,2.748256441740030,0.528740691356751,0.843205397652947
2012011916,48,9,4,1,5,5,1,4,4,4,3,5,2,3, ,1, , ,6, ,1,2, , ,1,1,3,2,2, ,2, ,2,4,2,2,2,2,2,2,2,2,2,1,2, ,3,3,2,3,2,3,2,3,3,1,2,2, ,2,2, , ,2, , , ,2,2,2,2,1,2,2,2,2, , , , , , ,2,7, , , , , , , ,2,2,2, ,2,1,1,1,1,1,3,1,2,5,6,5,3, , , , ,1,1,3,3,1,2,1.633578042877120,0.760063854277718,0.989604407320428
2012011917,48,9,4,2,3,9,2,6,1,2,1,2,8,3,3,1, , ,2,2,1, , ,1,7,7,2,2,1,1,1, ,1,2,1,1,2,2,1,1,1,1,2,2,2, ,1,1,2,2,2,3,3,3,3,1,1,1, ,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,8,45,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,3,2,3,4,3,5,1,1,5,6,6,3, , , , ,1,2,2,2,2,1,1.308858951850760,0.636784643851823,0.758316021878224
2012011918,45,8,4,2,2,8,2,4,1,2,1,3,5,3,3,1, , ,4,2,1,2, ,2,10,1,2,2,2,1,2, ,2,2,2,2,2,2,2,2,2,2,2,1,2, ,3,2,3,1,2,3,2,3,3,1,1,2, ,2,1,2,98,98, , , ,98,2,2,2,2,2,2,1,1,1, ,1,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2, ,2,1,1,1,1,1,2,1,1,5,5,98,3, , , , ,1,98,98,98,1,98,0.667049890130115,0.875116381242554,1.948664135568050
2012011919,1,6,3,2,5,11,2,2,2,2,2,2,5,3, ,1, , ,8,8,2,2, ,3,5,6,3,2,2,1, ,1,1,2,1,1,2,2,1,2,2,1,2,1,2, ,3,2,1,2,2,3,1,2,3,1,1,2, ,1,1,3,2,1,2,2,1,2,1,2,2,2,2,1,1,1,13,10,1,2,1,1,2,3,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,3,1,5,1,1,5,5,5,3, , , , ,1,1,3,3,1,2,0.850265073091568,1.100210100326250,1.128144398715250
2012011920,25,6,3,1,1,1,2,3,2,1,3,1,2,2, ,1, ,2,3, ,1,2, , ,5,1,3,2,2,2,2, ,2,3,2,2,2,2,1,2,2,1,1,1,1,1,1,1,3,3,2,2,3,3,3,1,1,2, ,2,2, , ,2, , , ,1,2,2,2,2,1,1,2,2, , , , , , ,2,7, , , , , , , ,2,98,1,2,2,1,1,1,1,1,4,2,2,7,7,5,2,2, ,1,1,1,1,98,4,2,98,1.133307863512360,0.917120516139402,1.391601716351810
2012011921,44,7,3,2,3,9,1,6,1,2,1,2,6,3,3,1, , ,2,2,1, , ,98,2,6,2,2,2,2,1, ,2,3,1,1,1,1,2,1,1,2,1,1,2,2,3,3,2,2,2,3,1,3,3,1,2,2, ,2,1,1,2,2, , , ,1,2,2,2,2,2,1,2,2, , , , , , ,2,5,2,2,1,1,1,2,1,2,1,1,1,2,1,5,1,1,1,7,1,1,5,6,7,3, , , , ,1,1,3,2,1,98,0.909367746658662,2.351281617716120,1.004206518505480
2012011922,25,6,3,2,3,9,1,2,1,2,1,1,4,3,3,1, , ,7,2,1,2, ,3,2,1,3,2,2,2,2, ,1,4,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2,3,2,3,3,2,3,1,1,2, ,2,1,2,98,2, , , ,98,2,1,2,2,2,2,1,2,4,0,1,2,98,3,2,7, , , , , , , ,2,1,2, ,2,1,1,1,1,1,4,2,2,7,4,5,98, , , , ,1,98,98,1,1,98,0.715550254979501,0.605132782543636,0.925029274957537
2012011923,44,7,3,1,2,2,2,5,1,2,1,6,3,3,3,1, , ,3,3,1, , ,3,1,8,2,2,2, ,2, ,2,3,2,99,2,2,2,2,2,98,98,98,98, , ,98,98,98,98,98,98,98,98,99,99, , ,99,99, , ,99, , , ,99,99,98,98,99,98,99,98,98, , , , , , ,99,98, , , , , , , ,99,99,99, ,98,98,98,98,98,98,99,2,2,99,99,99,98, , , , ,1,1,3,1,1,98,1.440281253400300,2.991764852916120,1.034404184646190
2012011924,41,5,3,2,5,11,2,6,3,1,3,5,4,3, ,1, , ,1, ,1, , , ,1,9,3,2,2, ,2, ,1,3,1,1,2,2,2,2,2,2,2,1,2, ,3,3,2,2,1,3,1,3,3,1,1,2, ,2,98, , ,1,2,1,1,1,2,1,2,2,2,2,1,1,2,0,1,2,1,3,2,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,5,1,1,7,4,7,3, , , , ,1,1,3,1,1,2,0.864927211333841,0.537639456006719,0.726451606838058
2012011925,47,5,3,2,6,12,1,5,1,2,1,5,5,3,3,1, , ,8,8,2, , ,3,10,5,1,3,1, , ,98,2,1,1,2,2,1,1,2,2,2,2,1,2, ,3,2,2,1,3,3,1,3,3,1,1,2, ,1,2, , ,1,2,1,2,2,2,1,1,2,2,2,1,1,5,10,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2, ,2,1,1,1,1,1,2,1,1,7,5,6,3, , , , ,1,1,3,2,1,2,0.814834463971776,0.993305342490079,0.702042227106358
2012011926,47,5,3,1,3,3,2,4,1,2,1,1,4,2,3,1, ,2,2,2,1,2, ,1,3,2,1,3,2,1,2, ,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,3,3,2,3,2,3,3,1,1,2, ,2,2, , ,2, , , ,1,2,2,2,2,2,2,2,2, , , , , , ,2,7, , , , , , , ,2,2,2, ,2,1,1,1,3,1,2,2,2,6,6,3,1, , , , ,1,1,3,2,1,2,1.340000401179270,1.314315732842670,1.138387228629510
2012011927,44,7,3,2,4,10,2,4,1,2,1,5,3,3,2,1, ,2,4,7,1,2, ,1,5,4,1,2,1, ,2, ,1,2,2,2,2,2,2,2,2,2,2,1,2, ,3,2,2,2,1,3,1,3,3,1,1,2, ,2,2, , ,2, , , ,1,2,2,2,1,2,2,2,2, , , , , , ,2,3,2,1,1,2,2,2,1,2,1,1,1,2,1,1,1,1,1,3,2,1,6,6,6,3, , , , ,1,1,2,98,1,98,2.097196908835600,2.418753820664690,0.885951291128420
2012011928,21,5,3,1,2,2,2,5,1,2,1,6,3,3,3,1, , ,7,3,1, , ,1,4,6,1,1,1, ,2, ,1,3,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,3,1,3,2,2,3,1,1,2, ,2,1,1,1,2,1,2,2,1,2,2,2,2,2,1,2,2, , , , , , ,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,3,1,2,6,7,4,2,1,1,2, ,1,1,3,3,1,2,1.152850847332050,0.965761412543480,0.936522284584934
2012011929,17,4,2,1,2,2,2,6,1,2,1,3,5,3,3,1, , ,2,2,1, , ,3,4,5,1,2,2,1,2, ,2,4,2,2,2,2,2,2,2,1,2,1,1, ,3,1,3,2,2,3,1,3,3,1,1,1, ,1,1,3,2,2, , , ,1,2,2,2,2,2,2,1,2,9,1,1,2,1,1,2,1,2,1,1,2,2,2,1,1,2,1,1,2,1,1,1,3,1,7,1,1,5,5,5,3, , , , ,1,1,3,98,1,98,0.775623162335809,1.084593456695380,1.293180751248620
2012011930,44,7,3,2,2,8,2,6,1,2,1,6,5,3,3,1, , ,2,2,1, , ,1,6,5,3,2,2, ,2, ,2,3,2,2,2,2,2,2,2,2,2,1,2, ,3,3,3,3,1,3,3,3,3,1,1,2, ,2,2, , ,2, , , ,1,2,2,2,2,2,2,1,2,9,1,1,2,98,1,2,7, , , , , , , ,1,1,1,1,2,1,1,1,1,1,5,2,2,6,4,4,3, , , , ,1,1,98,98,1,98,1.504959340250200,2.111103935245210,0.859632832422526
2012011931,39,2,1,2,1,7,2,2,2,1,3,5,1,3, ,1, , ,5, ,1, ,1, ,3,3,1,1,1, ,2, ,1,4,2,2,2,2,1,2,1,1,2,2,1, ,4,2,2,2,3,2,2,2,2,1,2,1, ,2,2, , ,1,2,2,2,2,2,2,2,1,2,2,2,1, , , , , , ,2,1,2,1,2,2,2,1,2,2,2,2, ,2,2,3,2,3,3,2,2,2,2,1,1,3, , , , ,2,3,3,4,2,2,3.397488462507520,0.957665827234748,0.953852535014402
2012011932,44,7,3,1,2,2,2,4,2,1,3,6,6,3, ,1, , ,2, ,1,2, , ,9,9,1,1,1, ,2, ,1,1,2,2,2,1,1,2,1,1,2,1,2, ,1,1,2,3,2,1,2,3,2,1,1,1, ,1,2, , ,1,1,2,2,1,2,1,2,1,2,1,1,2,7,10,1,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2, ,2,4,5,3,2,1,7,1,2,6,7,7,3, , , , ,1,1,1,1,1,1,3.129225056945480,3.156788852759430,1.006481170228450
2012011933,44,7,3,2,2,8,2,5,1,2,1,6,1,3,3,1, , ,3,7,1, , ,1,1,3,2,2,2, ,2, ,1,4,2,2,2,1,1,2,2,2,1,1,2,2,3,2,2,2,1,3,1,3,3,1,1,2, ,2,2, , ,2, , , ,1,2,2,2,2,2,2,2,2, , , , , , ,2,3,2,1,1,1,1,2,2,1,2,1,1,2,1,1,1,2,1,7,2,2,6,5,5,3, , , , ,1,1,1,98,1,98,1.504959340250200,2.111103935245210,0.859632832422526
2012011934,1,6,3,2,2,8,2,6,2,2,2,4,4,3, ,1, , ,2,2,1, , ,1,5,10,2,3,2,1,2, ,1,2,1,1,2,2,2,2,2,1,2,1,2, ,3,1,3,1,1,2,3,3,3,1,2,1, ,2,2, , ,2, , , ,1,2,1,2,1,2,2,2,2, , , , , , ,2,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,5,2,2,7,1,1,7,7,7,1, , , , ,1,2,2,2,2,1,0.545049404735624,0.700650981541820,0.718190217232794
2012011935,44,7,3,1,2,2,2,4,3,2,2,3,4,3, ,1, , ,7,2,1,2, ,1,1,10,2,1,2,2,2, ,1,3,2,2,2,2,2,2,2,1,2,1,2, ,1,1,2,2,1,1,2,3,3,2,2, ,1, ,98, , ,2, , , ,1,2,2,2,98,1,1,2,2, , , , , , ,2,7, , , , , , , ,2,1,1,1,2,1,3,1,5,3,7,2,2,1,7,1,3, , , , ,1,1,3,98,98,98,2.074414307848230,3.577849479194220,1.114394293668210
2012011936,7,1,1,2,4,10,2,3,2,1,3,1,1,3, ,1, , ,4, ,1,2, , ,10,98,98,1,2,2,2, ,1,4,2,2,2,2,2,2,2,2,2,2,2, , ,1,3,3,3,3,3,3,3,2,2, ,2, ,2, , ,2, , , ,2,2,2,2,2,2,2,2,2, , , , , , ,2,7, , , , , , , ,2,2,2, ,2,1,1,1,1,1,7,1,2,98,98,98,3, , , , ,2,2,1,3,1,2,0.643714122132776,1.539820859326240,1.077782996323940
2012011937,50,3,2,2,4,10,2,6,1,2,1,2,8,3,3,1, , ,3,2,1, , ,2,6,5,3,2,2,1,1, ,2,98,1,1,2,2,2,1,1,2,2,1,2, ,3,2,1,2,1,3,1,3,3,1,1,1, ,1,1,2,98,1,1,2,2,1,2,2,2,2,2,2,1,2,9,-98,1,98,2,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,5,1,1,5,5,5,3, , , , ,1,3,98,98,1,98,1.038662447223770,0.453869182778382,0.592734774037123
2012011938,36,3,2,2,6,12,2,5,2,4,3,5,4,3, ,1, , ,3, ,1, , , ,4,1,1,2,2, ,2, ,2,4,2,2,2,2,2,1,2,2,1,1,2,2,3,2,1,3,1,3,2,2,3,1,2,1, ,2,1, ,1,2,1,2,2,1,2,2,1,2,1,2,1,2,1, ,2,2, , ,2,7, , , , , , , ,2,2,1,1,2,1,1,1,1,1,5,1,1,3,5,4,3, , , , ,1,1,2,2,1,2,1.162728874871470,1.040875700761460,0.969161928132254
2012011939,22,1,1,2,6,12,2,4,2,4,3,5,5,3, ,1, , ,2, ,1,2, , ,8,5,1,3,2, ,1, ,2,2,2,2,2,2,2,1,2,2,2,1,2, ,3,2,2,2,1,3,1,3,3,1,1,2, ,1,1, ,1,2,2,2,2,1,2,2,2,2,2,2,2,2, , , , , , ,2,3,2,1,2,2,2,2,2,2,2,2, ,2,1,1,1,1,1,4,1,1,7,5,5,3, , , , ,1,3,2,98,1,2,0.477700575851987,2.690666259184610,0.888028930994106
2012011940,33,2,1,2,3,9,2,6,1,1,1,4,8,3,3,1, , ,2,2,1, , ,1,10,10,3,3,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1, ,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,-98,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,6,1,1,7,7,7,2,1,1,1, ,1,98,98,3,98,98,1.512985446018940,1.108024492555390,0.831445303718424
2012011941,33,2,1,2,5,11,2,5,2,1,3,6,4,3, ,1, , ,2, ,1, , , ,6,7,3,3,2, ,1, ,2,2,1,1,2,1,2,2,2,2,2,1,2, ,3,2,3,3,1,3,2,3,3,1,1,2, ,1,1, ,1,2,2,2,2,1,2,2,2,2,2,2,2,2, , , , , , ,2,7, , , , , , , ,2,2,2, ,2,1,1,1,1,1,3,1,1,7,7,5,2,2,2,1, ,1,98,3,98,98,2,1.693708933107800,1.167503913854740,0.808516402554693
2012011942,14,3,2,2,4,10,2,4,4,1,3,5,4,3, ,1, , ,2, ,1,2, , ,3,1,3,2,2, ,2, ,2,3,1,1,2,2,2,2,2,2,2,1,2, ,3,3,2,2,1,3,1,3,3,1,1,1, ,2,1, ,98,98, , , ,1,2,2,2,2,2,2,2,2, , , , , , ,2,3,2,1,1,1,2,2,2,1,2,1,2,2,1,5,1,1,1,7,1,1,6,5,4,3, , , , ,1,1,3,98,1,98,1.495969093855050,1.243167688629080,0.919269809808686
2012011943,15,3,2,1,3,3,2,5,1,2,1,2,5,3,3,1, , ,2,2,1, , ,1,5,7,1,3,1,2,2, ,2,98,1,2,2,2,2,1,2,2,2,1,2, ,3,1,2,2,2,3,1,3,3,1,1,2, ,2,1,3,1,2,1,2,2,1,2,2,2,2,2,1,2,2, , , , , , ,2,1,2,1,2,2,2,2,2,1,2,2, ,2,1,1,1,1,1,3,1,1,6,5,5,3, , , , ,1,1,3,98,98,2,1.250707154827920,0.568561832858580,0.810272624795281
2012011944,27,8,4,2,3,9,2,4,2,1,3,6,1,3, ,1, , ,7, ,1,2, , ,3,1,2,1,2, ,2, ,1,3,2,2,2,2,2,2,2,2,1,1,2,2,3,2,2,2,1,2,1,3,3,1,2,2, ,2,2, , ,2, , , ,1,2,2,2,1,1,1,2,2, , , , , , ,2,3,2,1,2,2,2,2,1,2,2,2, ,2,2,5,1,4,1,7,1,2,7,7,6,3, , , , ,1,1,3,98,1,2,0.645393471482282,0.347416407060109,0.841322962230847
2012011945,39,2,1,2,3,9,2,4,2,1,3,2,1,2, ,1, ,2,7, ,1,2, , ,1,3,3,1,2,2,1, ,2,4,2,2,2,2,2,2,2,2,2,1,2, ,3,2,3,3,1,3,1,2,3,1,1,1, ,2,2, , ,2, , , ,2,2,2,2,2,2,2,2,2, , , , , , ,2,7, , , , , , , ,2,2,1,1,2,1,2,1,1,1,1,1,2,6,6,4,3, , , , ,1,3,3,98,1,98,2.179129006489630,0.914316541968007,0.914726326797787
2012011946,44,7,3,1,4,4,2,4,1,2,1,3,7,3,3,1, , ,2,3,1,2, ,1,5,8,3,2,1,2,2, ,1,2,1,1,2,2,2,2,2,2,2,1,2, ,3,2,1,3,1,3,3,3,3,1,1,1, ,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,2,7,0,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2, ,2,1,1,1,1,1,5,1,1,6,6,5,3, , , , ,1,1,3,2,1,2,2.525343229626340,2.712958371007730,0.930279264848738
2012011947,47,5,3,2,1,7,2,2,2,3,3,6,8,3, ,1, , ,5, ,1, ,1, ,1,1,1,3,2, ,2, ,1,4,2,2,2,2,2,2,2,1,2,2,2, ,1,1,3,3,2,3,3,3,3,1,1,2, ,2,2, , ,2, , , ,2,2,2,2,2,2,1,2,2, , , , , , ,2,7, , , , , , , ,2,2,1,2,2,1,1,1,1,1,4,1,1,6,6,5,2,1, ,2, ,1,1,98,1,98,2,0.687856355282722,0.916007014174823,0.764071710743950
2012011948,14,3,2,2,5,11,2,4,1,2,1,6,3,3,3,1, , ,1,1,1,2, ,3,4,1,1,2,2, ,1, ,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,3,3,2,3,3,1,3,1,1,2, ,2,2, , ,2, , , ,2,2,2,2,2,1,2,2,2, , , , , , ,2,7, , , , , , , ,2,2,2, ,2,1,1,1,2,1,6,2,2,7,6,6,3, , , , ,1,2,3,98,98,2,1.674660007194650,1.436002464183120,1.082682658983060
2012011949,24,4,2,2,1,7,1,4,2,4,3,5,5,3, ,1, , ,5, ,1, ,1, ,6,2,2,2,2, ,2, ,1,3,2,2,2,2,2,2,2,1,1,1,2,2,3,2,3,1,2,3,1,3,3,1,1,2, ,2,1, ,2,2, , , ,1,2,2,2,2,2,1,2,2, , , , , , ,2,3,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,7,1,2,5,7,5,3, , , , ,1,1,3,2,2,98,0.483263114944897,2.061866348825970,1.195434975359510
2012011950,14,3,2,2,2,8,2,4,4,1,3,2,1,3, ,1, , ,5, ,1, ,1, ,1,1,2,1,2,2,1, ,1,4,2,2,2,2,2,2,2,2,2,2,1, ,4,2,1,3,1,2,2,2,3,1,1,1, ,2,2, , ,2, , , ,2,2,2,2,1,2,1,2,2, , , , , , ,2,7, , , , , , , ,2,1,1,1,2,1,5,2,4,1,7,1,2,7,7,3,2,1,1,2, ,1,1,1,1,1,2,1.546166894750580,1.427085150624700,1.014173728304740
2012011951,19,7,3,2,2,8,2,5,1,2,1,6,6,3,3,1, , ,2,2,1, , ,3,5,8,1,98,2, ,1, ,2,3,1,1,2,1,2,1,1,2,1,1,2,1,3,2,2,1,1,3,2,2,2,1,1,2, ,1,1,3,1,1,1,2,2,1,2,2,2,2,2,2,1,2,10,-98,1,2,2,1,2,3,2,1,2,2,2,2,2,1,2,2, ,2,1,1,1,1,1,5,1,1,7,7,6,3, , , , ,1,1,3,1,1,2,0.997662082890337,0.431332170254790,0.628885886373357
2012011952,37,7,3,2,2,8,1,5,1,2,1,2,6,3,3,1, , ,7,2,1, , ,1,5,4,1,2,2,1,1, ,2,3,2,2,2,2,1,1,2,2,1,1,2,2,3,3,1,3,3,3,3,3,3,1,1,2, ,2,1,2,2,2, , , ,1,2,2,2,2,2,2,1,2,10,3,1,2,2,1,2,7, , , , , , , ,1,2,1,98,2,2,2,1,1,3,1,1,2,7,7,5,98, , , , ,1,1,3,3,1,2,0.939881920564460,0.376481519629474,0.732009950248666
2012011953,36,3,2,2,6,12,2,2,4,1,3,5,4,3, ,1, , ,2, ,1,2, , ,9,1,3,3,2, ,2, ,2,2,1,1,2,2,2,1,2,2,2,1,2, ,3,2,2,3,2,3,1,3,3,1,2,2, ,2,1, ,2,2, , , ,1,1,2,2,2,2,2,1,2,2,0,1,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2, ,2,2,3,1,2,2,4,1,1,6,5,5,3, , , , ,1,1,3,98,98,98,1.674660007194650,1.258478240468270,1.033980454863640
2012011954,40,1,1,1,3,3,2,5,2,1,3,6,1,3, ,1, , ,8, ,2, , , ,1,2,2,2,2, , ,2,2,4,1,1,2,2,2,2,2,2,2,1,2, ,3,2,3,1,3,2,1,3,3,1,1,2, ,2,2, , ,2, , , ,2,2,2,1,2,2,2,2,2, , , , , , ,2,3,2,2,2,2,2,2,2,2,2,2, ,2,1,1,1,3,1,7,1,2,7,6,4,2,2,1,2, ,1,1,3,2,1,2,0.213365909433947,0.288757663348777,0.597690431498128
2012011955,14,3,2,2,3,9,2,5,1,2,1,1,5,3,2,1, ,2,7,2,1, , ,3,4,1,2,2,2,2,2, ,1,4,1,1,2,2,2,1,2,2,2,1,2, ,3,2,2,1,1,2,1,2,3,1,1,1, ,2,1,2,2,2, , , ,1,2,2,2,1,2,1,2,2, , , , , , ,2,3,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,7,1,1,5,7,4,2,2,1,2, ,1,1,1,1,1,2,1.038662447223770,1.028212485091770,0.795762470778024
2012011956,23,3,2,1,4,4,2,4,1,2,1,1,4,3,3,1, , ,1,1,1,2, ,1,7,7,1,3,1,2,1, ,2,1,1,1,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,2,1,2,3,1,1,2, ,1,2, , ,1,1,2,2,1,2,2,2,2,1,2,1,2,1, ,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2, ,2,1,1,1,1,1,7,1,1,7,7,6,2,2,1,2, ,1,1,3,98,1,2,1.801373732233190,1.063500228901810,1.066333732349420
2012011957,22,1,1,2,3,9,2,5,2,1,3,1,2,3, ,1, , ,3, ,1, , , ,3,2,1,2,1,1,2, ,1,3,1,1,1,1,2,2,2,2,2,1,2, ,3,1,3,3,2,2,2,2,3,1,1,1, ,2,1, ,1,2,1,2,1,1,2,1,2,1,2,1,2,2, , , , , , ,2,7, , , , , , , ,2,2,1,1,2,1,3,1,2,1,6,1,1,2,2,3,2,2,2,1, ,1,1,3,98,1,98,0.446935493623049,2.014086558668950,0.671864293917010
2012011958,37,7,3,2,2,8,2,6,1,2,1,3,5,3,3,1, , ,3,2,1, , ,3,1,1,2,2,2,2,1, ,1,4,1,1,2,2,2,2,2,2,1,1,2,2,3,2,2,1,1,2,2,3,3,1,1,2, ,2,1,2,1,2,1,2,2,1,2,2,2,1,1,1,1,2,13,6,1,2,2,1,2,2,2,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,7,1,2,5,6,5,1, , , , ,98,1,3,98,1,98,0.997662082890337,0.367039330553730,0.690380571162308
2012011959,36,3,2,2,2,8,2,4,1,2,1,1,5,3,3,1, , ,2,2,1,2, ,1,6,7,1,3,1,1,2, ,2,3,1,1,2,2,2,2,2,1,1,1,1,2,3,1,1,2,1,3,1,3,3,1,1,2, ,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,2,1, ,1,2,2,1,2,2,2,1,1,1,2,2,2,1,2,2, ,2,1,1,1,1,1,7,2,2,6,5,4,3, , , , ,1,1,2,1,1,98,1.546166894750580,1.250663319981290,1.053645830589760
2012011960,1,6,3,1,1,1,2,2,2,1,3,6,2,3, ,1, , ,2, ,1,2, , ,10,10,3,3,1, ,1, ,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,3,1,3,3,3,3,3,3,1,2,2, ,2,98, , ,2, , , ,2,2,2,2,2,2,2,1,2,13,-98,2,2, , ,2,1,2,2,2,2,2,2,2,2,2,2, ,2,1,1,1,1,1,1,1,2,1,7,99,3, , , , ,2,2,2,1,1,2,1.341347974427880,1.995144541945510,1.595028948290100
2012011961,44,7,3,2,3,9,2,4,1,2,1,3,7,3,2,1, ,1,4,2,1,1,1,3,2,6,3,3,1,2,2, ,1,2,2,2,2,2,2,2,2,2,1,1,2,2,3,3,1,2,2,3,2,3,3,1,1,1, ,2,1,2,98,2, , , ,1,2,1,2,2,2,2,2,1, , , , , , ,1,1,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,4,3,4,1,1,4,1,4,2,2,1,2, ,1,2,98,98,2,98,1.390266022703480,2.741373433956330,0.980941415006701
