NFCSID,STATEQ,CENSUSDIV,CENSUSREG,A3,A3Ar_w,A3B,A4A_new_w,A5_2015,A6,A7,A7A,A11,A8,AM21,AM30,AM31,AM22,X3,X4,A9,A40,A10,A10A,A21_2015,A22_2015,A14,A41,J1,J2,J3,J4,J40,J5,J6,J8,J9,J10,J20,J32,J33_1,J33_40,J33_41,J41_1,J41_2,J41_3,J42_1,J42_2,J43,B1,B2,B4,B40,B41_1,B41_2,B31,B42,B43,B44,C1_2012,C2_2012,C3_2012,C4_2012,C5_2012,C10_2012,C11_2012,B14,C40,C41,D40,EA_1,E7,E8,E20,E15_2015,F1,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F10,G1,G20,G30_1,G30_2,G30_3,G30_4,G30_5,G30_97,G30_98,G30_99,G33,G35,G22_2015,G40,G25_1,G25_2,G25_3,G25_4,G25_5,G38,G23,H1,H30_1,H30_2,H30_3,M1_1,M1_2,M4,M40,M20,M21_1,M21_2_2015,M21_3,M21_4,M41,M42,M6,M7,M8,M31,M9,M10,wgt_n2,wgt_d2,wgt_s3
2018011367,36,3,2,1,6,6,1,2,5,1,3,5,3,3, , , ,1, ,8,2, ,2,2, , ,2,2,1,2,1,1,2, , ,1,2,4,3,4,7,7,4,5,1,1,5,1,1,1,2,6,2,3,3,3,2,3,1, ,1,2,2,2,2,2,6,2,2,1,1,2,2,3,2,2,1,1,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , ,1,1,1,1,1,2,2,1,2,2,1,6,6,5,2,3, , , , , , ,1,98,98,98,1,98,1.58583768,1.33570893,1.01212656
2018011368,15,3,2,1,3,3,1,2,1,2,1,1,7,3, , ,1,2,2,2,1,2,1,1,1,1,2,10,10,1,1,2,1,2,1, ,1,1,3,7,7,7,1,3,4,3,1,2,1,1,1,7,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,3,1, ,5,5,5,5,5,1,7,1,1,1,1,7,7,7,1,1, , , , , , ,1,1,1,2,1,1,1.6272602,0.69989034,1.0149852
2018011369,36,3,2,2,4,10,2,2,1,2,1,3,3,3, , ,3,1, ,4,2,1,1,2, ,3,3,8,5,3,2,1,2,2,2, ,2,3,3,7,5,6,4,5,5,2,3,1,1,1,2,5,1,3,1,2,3,3,2, , ,2, , , ,2,3,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,0,0,1,0,0,0,0,0,98,2,1, ,1,1,1,1,1,2,5,1,2,2,2,6,6,5,2,3, , , , , , ,1,98,4,2,1,2,1.65603793,1.32768172,1.04595417
2018011370,5,9,4,2,5,11,2,4,4,1,3,5,3,3, , , ,1, ,2,2, ,1,2, , ,2,1,1,3,3,1,2, ,1, ,2,3,98,7,3,4,98,4,4,3,4,3,2,1, ,4,1,1,3,3,2,3,2, , ,2, , , ,2,5,2,2,2, , , , ,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,98,1,1,2,1,1,2,1,1,2,2,2,4,4,3,2,3, , , , , , ,3,3,98,4,1,98,1.887501,6.47322329,1.13693758
2018011371,33,2,1,1,6,6,1,2,5,1,3,5,2,3, , , ,1, ,8,2, ,2,2, , ,2,3,1,1,3,1,1, , ,2,2,2,5,6,5,4,1,3,5,3,2,98,1,1,2,4,2,1,3,3,3,3,2, , ,1,2,2,2,2,2,2,1,2, , , , ,3,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , ,1,1,1,1,1,2,4,1,2,2,2,6,6,2,2,3, , , , , , ,1,3,98,2,1,2,2.29795313,1.53780277,1.13628486
2018011372,15,3,2,2,2,8,1,3,1,2,1,3,2,3, , ,3,1, ,4,2,2,1,2, ,1,2,7,6,1,2,2,1,2,2, ,2,4,2,5,7,5,3,4,5,2,3,2,2,1, ,7,2,2,2,3,2,3,2, , ,2, , , ,2,6,2,1,2, , , , ,7, , , , , , , ,1,1,1,0,0,0,0,0,0,0,1,4,1, ,2,1,1,1,3,1,7,1,1,2,2,2,1,1,2,3, , , , , , ,98,98,1,98,98,98,1.30742271,0.69145721,0.92203513
2018011373,42,4,2,2,6,12,1,2,4,1,3,5,2,3, , , ,1, ,3,1, ,1,2, , ,5,3,1,1,2,2,2, ,2, ,2,2,4,6,7,4,3,5,4,2,2,3,1,1,2,7,3,3,3,3,2,2,2, , ,2, , , ,2,5,1,2,2, , , , ,3,2,1,2,2,2,2,1,2,1,0,0,0,0,0,1,0,0, , , , ,1,1,1,1,1,2,7,1,2,2,2,7,6,6,2,3, , , , , , ,1,3,98,3,1,98,0.52226536,0.29582476,0.99628371
2018011374,39,2,1,2,5,11,1,3,2,4,3,6,1,3, , , ,1, ,7,2, ,1,2, , ,2,3,3,3,2,1,2, ,2, ,2,4,2,6,6,6,4,5,5,2,4,2,1,1,2,3,1,1,3,3,3,3,2, , ,2, , , ,2,2,2,1,2, , , , ,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , , ,1,1,1,1,1,1,6,1,2,2,2,7,7,4,2,3, , , , , , ,1,98,98,98,98,98,2.21928624,0.98406119,1.04560183
2018011375,48,9,4,2,4,10,1,4,4,4,3,1,5,3, , , ,1, ,7,2, ,1,2, , ,3,3,7,3,1,3,2,2,2, ,2,4,1,7,7,5,4,5,4,4,5,3,2,2, ,7, , ,3,2,2,3,2, , ,2, , , , ,2,2,1,2, , , , ,2,1,2,2,2,2,1,2,2,1,1,0,0,0,0,0,0,0,1,1,1,2,1,4,1,1,1,2,7,1,2,2,2,1,5,3,2,3, , , , , , ,98,98,98,1,2,1,0.58851264,0.48444342,1.00921359
2018011376,21,5,3,2,3,9,1,3,1,2,1,1,1,99, , ,99,1, ,2,1,2,1,2, ,1,2,10,9,3,2,1,1,2,98, ,1,3,4,4,98,6,3,5,4,4,5,4,2,1, ,7,3,98,2,1,3,2,2, , ,1,2,1,2,1,3,1,98,2, , , , ,4,1,98,1,2,2,1,2,1,2,0,0,0,0,0,1,0,0, , , , ,3,4,2,5,4,1,7,2,1,2,2,6,6,6,1,2,2, ,1, ,2,6,3,3,4,2,1,2,1.0264198,0.78358778,0.99268108
2018011377,10,5,3,2,3,9,1,6,2,2,2,2,4,3, , , ,1, ,3,1,2,1, , ,1,6,1,4,2,1,2,2,2,2, ,2,4,1,7,7,7,5,4,3,1,5,2,1,1,1,6,3,3,3,2,2,3,2, , ,1,2,1,2,2,2,2,1,2, , , , ,3,2,1,1,1,1,1,1,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,5,1,1,7,1,2,2,2,7,7,6,2,3, , , , , , ,1,3,98,3,98,2,0.81511584,2.49987708,0.93806903
2018011378,41,5,3,1,5,5,1,6,1,2,1,1,5,3, , ,3,1, ,2,1,3,1, , ,1,5,7,1,3,2,1,1,2,1, ,2,1,5,7,1,1,2,4,3,1,5,4,1,1,2,7,3,1,3,3,3,3,2, , ,1,2,2,2,1,5,1,2,1,2,2, , ,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,7,7,2,3, , , , , , ,1,3,2,4,1,2,0.98049684,0.66400881,0.95144914
2018011379,14,3,2,1,5,5,2,5,2,1,3,5,3,2,4,2, ,1, ,1,1, ,1,2, , ,2,7,4,1,3,2,1, ,2, ,2,3,4,3,6,5,3,5,3,4,4,3,1,1,2,7,3,3,3,2,1,3,2, , ,2, , , ,2,3,2,1,1,2,2, , ,2,2,1,1,2,2,2,2,1,2,0,0,0,0,0,0,0,1, , , ,2,1,1,1,1,1,2,3,1,2,2,2,7,7,6,2,3, , , , , , ,1,2,2,3,1,1,1.79733947,1.44489283,1.17794257
2018011380,5,9,4,2,5,11,2,2,2,1,3,5,1,3, , , ,1, ,6,2, ,1,2, , ,2,10,10,1,1,1,2, ,2, ,2,4,2,7,7,7,5,5,5,2,3,2,1,1,2,7,3,3,3,2,2,3,2, , ,2, , , ,2,5,2,1,2, , , , ,7, , , , , , , ,2,98,0,0,0,0,0,1,0,0, , , , ,1,1,1,1,1,2,7,1,2,2,2,7,7,98,2,3, , , , , , ,98,98,98,98,98,98,1.887501,6.47322329,1.13693758
2018011381,11,5,3,2,4,10,2,6,1,2,1,2,7,3, , ,3,1, ,2,2,2,1, , ,1,5,9,5,2,2,2,1,1,2, ,1,3,5,6,7,7,4,5,4,5,4,4,1,1,1,7,2,3,1,2,1,1,1,1,2,1,1,1,2,1,2,2,2,1,1,2,2,3,3,1,1,1,1,2,2,2,2,2,1,0,0,0,0,0,0,0,1,2,2,1,4,4,5,5,5,2,4,1,2,2,2,6,7,7,2,1, , , , , , ,98,98,98,3,2,1,1.57678873,1.34470714,0.91733659
2018011382,38,9,4,1,3,3,1,6,1,2,1,2,7,3, , ,3,1, ,2,1,2,1, , ,3,5,3,8,3,2,2,2,1,1, ,2,3,2,3,6,6,4,4,4,2,4,3,1,1,1,2,1,2,3,1,3,2,1,3,1,2,1,2,2,2,6,2,2,2, , , , ,3,2,1,1,1,2,2,2,1,2,0,1,0,0,0,0,0,0,2,2,2,2,1,1,1,1,1,1,7,1,1,1,1,2,7,2,2,3, , , , , , ,1,1,1,3,1,2,0.57680464,0.19005952,0.8163764
2018011383,10,5,3,2,1,7,2,2,2,3,3,5,8,3, , , ,1, ,5,1, ,1, ,1, ,5,7,4,1,3,2,1, ,1, ,2,1,5,2,2,2,1,2,2,4,2,3,1,1,2,5,99,99,98,3,98,3,99, , ,99, , , ,1,3,98,2,2, , , , ,99, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , , ,1,1,1,1,1,2,6,1,2,2,2,98,6,99,98,98, , , , , , ,1,3,98,2,1,98,1.27863795,3.26663661,1.03532639
2018011384,44,7,3,1,2,2,2,3,1,2,1,2,3,3, , ,3,1, ,2,1,4,1,2, ,1,2,7,7,3,2,2,2,2,2, ,2,3,4,4,5,5,3,3,4,3,3,3,1,1,2,5,3,3,3,2,3,2,1,1,2,2, , , ,2,4,2,2,1,1,2,1,3,1,2,2,1,1,2,2,2,1,2,0,0,0,0,0,1,0,0, , , , ,2,2,2,1,1,1,4,1,2,2,1,5,5,5,2,3, , , , , , ,98,1,2,3,1,98,3.50436009,3.49232359,1.14850661
2018011385,5,9,4,1,3,3,2,3,1,2,1,2,4,3, , ,3,1, ,3,2,2,1,2, ,1,4,7,5,2,3,2,2,1,2, ,2,4,3,3,3,3,2,2,2,3,2,3,1,2,2,6,2,3,1,2,3,3,2, , ,2, , , ,2,5,2,99,2, , , , ,3,2,2,1,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , ,1,4,1,3,1,2,2,1,2,2,2,6,5,5,2,3, , , , , , ,1,1,3,3,2,1,3.4229149,6.75340362,1.15316846
2018011386,17,4,2,2,1,7,1,5,1,2,1,1,4,3, , ,3,1, ,3,2,2,1,2, ,1,5,8,5,3,3,1,1,1,2, ,2,2,5,6,5,4,2,1,3,4,2,4,1,1,2,7,1,1,3,3,3,3,2, , ,2, , , ,2,5,2,2,1,1,2,2,1,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,4,7,2,1, , , , , , ,1,1,2,2,1,1,0.44583726,0.81780289,0.91158491
2018011387,33,2,1,1,5,5,2,3,2,2,2,5,7,2,4,2, ,1, ,8,1,2,2,2, ,3,5,9,6,3,3,2,1, , ,1,2,4,5,4,1,4,2,1,2,5,3,4,1,1,2,6,1,1,3,3,3,3,1,3,1,2,2,2,2,2,1,2,2,1,1,2,2,1,4,2,1,2,2,2,2,1,1,2,0,0,1,0,0,0,0,0,2,2,1, ,1,1,1,1,1,2,2,1,2,2,2,7,7,6,2,3, , , , , , ,3,3,98,3,1,2,2.60442913,1.46601708,1.04045369
2018011388,44,7,3,1,1,1,1,6,1,1,1,1,5,3, , ,3,1, ,2,2,2,1, , ,1,5,10,10,2,3,98,2,2,2, ,2,98,4,4,4,4,5,5,5,5,5,98,98,98, ,4, , ,98,1,1,1,98, , ,98, , , ,98,1,1,98,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,2,2,2,2,5,3,4,4,4,2,7,2,1,2,2,7,7,7,2,3, , , , , , ,2,2,1,2,98,98,1.43862916,2.22592897,0.71631262
2018011389,23,3,2,2,2,8,2,6,1,2,1,2,7,3, , ,3,1, ,3,2,2,1, , ,1,5,4,7,1,3,1,2,1,1, ,2,1,5,1,6,5,3,2,2,4,3,3,1,1,2,6,3,2,3,2,3,3,1,3,1,2,1,2,2,2,5,2,2,1,1,1,2,1,3,2,1,2,2,2,2,2,1,2,0,1,0,0,0,0,0,0,1,2,2,2,1,1,1,1,1,2,7,1,2,2,2,5,7,5,1,2,2,1,1, ,2,5,3,3,2,2,1,2,1.30421366,1.09065099,1.06286964
2018011390,34,5,3,1,5,5,2,2,2,1,3,6,2,3, , , ,1, ,1,2, ,1,2, , ,2,4,7,3,2,2,2, ,2, ,2,3,3,7,6,6,3,4,4,2,4,2,1,1,1,3,3,3,2,3,3,3,2, , ,2, , , ,2,4,2,2,2, , , , ,1,2,1,1,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , ,1,1,1,4,1,1,5,1,2,2,2,3,6,5,2,3, , , , , , ,1,3,98,98,98,98,2.38839451,1.65271164,1.0437069
2018011391,33,2,1,2,2,8,2,2,1,2,1,1,3,3, , ,3,1, ,1,2,1,1,1,1,1,2,1,98,1,1,1,1,2,1, ,1,1,3,3,4,3,5,3,4,4,2,3,99,98, ,7, , ,2,2,99,3,1,2,1,1,1,2,98,1,1,1,2,2, , , , ,2,1,98,99,1,1,1,2,1,2,0,1,0,0,0,0,0,0,2,1,1, ,4,2,2,1,99,2,1,98,1,1,1,4,99,4,1,2,2, ,1, ,2,1,3,1,2,1,1,1,2.37978032,1.63911277,1.21174647
2018011392,38,9,4,2,5,11,1,3,1,2,1,1,3,3, , ,2,1, ,8,2,8,2,2, ,3,2,8,1,3,3,1,1,2, ,2,2,2,5,3,4,3,3,2,3,4,2,3,1,2,2,7,3,1,3,3,2,3,2, , ,2, , , ,2,5,2,2,2, , , , ,1,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , ,1,1,1,1,1,2,2,1,2,2,2,7,3,5,2,3, , , , , , ,98,98,98,98,98,98,0.68360986,0.29383277,1.04053084
2018011393,44,7,3,1,3,3,2,2,2,1,3,5,2,3, , , ,1, ,2,1, ,1,2, , ,2,7,7,3,3,3,1, ,1, ,2,4,3,4,4,1,1,3,1,3,1,4,1,1,2,7,3,2,2,2,2,2,1, ,1,2,1,2,2,2,6,2,2,2, , , , ,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , ,1,1,1,1,1,2,1,1,2,2,2,4,7,7,2,3, , , , , , ,3,3,2,3,2,2,1.814589,3.60982214,1.22226716
2018011394,48,9,4,1,3,3,2,7,1,1,1,6,7,3, , ,3,1, ,2,1,2,1, , ,1,6,8,4,2,3,1,1, ,2, ,2,1,5,4,5,5,2,2,3,4,1,3,1,1,2,5,3,3,2,2,2,2,1,3,98,2, , , ,1,6,2,2,1,1,98,2,1,3,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,5,3,7,2,3, , , , , , ,1,1,1,2,1,2,0.72462557,0.38351508,1.02636199
2018011395,34,5,3,1,1,1,2,2,2,1,3,6,1,3, , , ,1, ,3,2, ,1,2, , ,2,2,3,2,2,2,1, ,2, ,2,3,4,6,6,5,5,2,5,2,5,3,1,1,1,5,2,3,3,2,3,3,2, , ,2, , , ,2,4,2,2,2, , , , ,2,2,1,1,1,1,2,1,2,1,0,0,0,0,0,1,0,0, , , , ,1,1,1,4,2,2,5,2,1,2,1,3,6,5,2,98, , , , , , ,3,2,4,98,98,98,2.77301352,1.66111561,1.12597597
2018011396,24,4,2,1,5,5,2,4,1,2,1,2,4,3, , ,3,1, ,8,2,8,2,2, ,1,3,10,9,2,3,2,2,2, ,1,2,2,4,1,4,5,4,5,2,3,5,4,2,1, ,6,2,3,2,2,2,3,2, , ,1,2,2,2,2,2,2,2,1,2,2, , ,2,1,2,98,98,99,98,2,1,2,0,0,0,0,0,1,0,0, , , ,2,3,2,5,4,1,2,7,2,1,98,2,4,5,7,2,3, , , , , , ,2,3,2,2,2,2,0.61290116,1.86878403,1.09151179
2018011397,34,5,3,2,2,8,1,6,2,1,3,1,5,3, , , ,1, ,2,2, ,1, , , ,5,6,6,1,2,1,1,1,1, ,1,1,4,3,4,4,3,3,3,3,3,3,1,1,2,4,2,2,2,2,2,2,2, , ,2, , , ,2,2,2,2,2, , , , ,1,2,1,1,2,2,2,2,2,2,0,0,1,0,0,0,0,0,2,2,2,2,3,2,3,2,2,1,4,1,2,2,2,4,4,6,1,2,1,1,1, ,1,4,98,98,98,98,98,98,0.80835753,1.21472792,0.99352174
2018011398,10,5,3,1,2,2,1,4,2,2,2,6,3,3, , , ,1, ,3,2,3,1,1,2,1,3,7,5,1,2,2,2, ,2, ,2,4,4,7,4,7,4,5,5,2,4,3,1,2,2,5,3,2,2,1,1,1,1,1,2,2, , , ,2,3,2,2,2, , , , ,3,2,1,2,1,1,2,2,1,2,1,1,0,0,0,0,0,0,2,2,1,1,4,5,3,2,5,1,6,1,2,2,2,4,4,5,1,2,2,2,2, ,1,3,2,3,2,3,1,1,1.43350037,3.07683192,0.925674
2018011399,48,9,4,2,6,12,1,2,5,1,3,6,5,3, , , ,1, ,8,1, ,2,2, , ,2,9,6,1,3,1,1, , ,1,2,1,5,1,1,1,1,1,1,5,2,4,1,1,2,7,3,1,3,3,3,3,1, ,1,1,2,2,2,1,5,2,2,1,2,2, , ,3,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , ,1,1,1,1,1,1,1,1,2,2,2,7,7,7,2,3, , , , , , ,1,3,98,98,1,2,0.68368306,0.51964208,1.09518877
2018011400,48,9,4,1,6,6,1,6,1,2,1,5,7,2,4,1,3,1, ,8,1,8,2, , ,1,5,8,5,3,2,1,1, , ,1,2,1,5,1,2,2,3,2,1,4,2,4,1,1,2,7,2,3,2,2,3,3,1,1,1,1,2,2,2,2,5,1,2,1,2,2, , ,2,2,1,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,3,1,2,2,2,7,7,6,2,3, , , , , , ,1,3,1,2,1,2,0.56218205,0.34341193,0.88915849
2018011401,3,8,4,2,2,8,2,6,4,2,2,2,6,3, , , ,1, ,2,2,2,1, , ,1,5,1,1,2,1,2,2,2,1, ,2,4,2,5,7,7,5,5,4,1,5,2,1,1,1,7,3,3,2,2,3,3,1,1,1,2,1,2,2,2,5,2,2,2, , , , ,3,2,1,1,2,2,2,1,1,1,0,0,0,0,0,1,0,0, , , ,2,2,1,1,1,1,1,7,1,2,2,2,6,7,6,1,2,2,1,2, ,3,6,1,3,98,2,1,2,0.61548287,1.94855866,0.82471631
2018011402,10,5,3,2,1,7,1,5,2,3,3,6,5,3, , , ,1, ,3,2, ,1,1,1, ,4,98,98,98,98,98,98, ,98, ,98,98,98,4,4,4,98,98,98,98,98,98,98,98, ,4, , ,98,98,98,98,98, , ,98, , , ,98,98,98,98,98, , , , ,98, , , , , , , ,98,98,0,0,0,0,0,0,1,0, , , ,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98, , , , , , ,98,98,98,98,98,98,1.01790953,2.76501072,0.89411817
2018011403,44,7,3,1,5,5,2,5,2,4,3,6,2,3, , , ,1, ,5,2, ,1, ,1, ,4,1,99,3,1,1,2, ,2, ,2,4,4,4,99,1,3,5,98,2,4,1,1,1,2,1,3,1,3,3,3,3,2, , ,2, , , ,2,3,1,2,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,7,1,2,2,2,7,1,7,2,3, , , , , , ,1,2,4,2,1,2,3.01830277,3.36633572,1.21426049
2018011404,44,7,3,1,2,2,2,6,1,2,1,2,4,99, , ,99,1, ,2,1,2,1, , ,1,5,5,8,2,3,2,1,2,1, ,2,1,4,5,6,6,5,2,3,4,3,3,1,1,2,6,3,3,2,1,2,3,1,1,1,2,1,2,2,1,4,1,2,2, , , , ,3,2,2,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,1,2,2,1,1,1,2,1,1,2,3,1,1,1,2,6,7,6,2,1, , , , , , ,1,2,2,2,1,98,1.63049787,2.48493603,0.76604181
2018011405,11,5,3,2,2,8,2,7,2,1,3,6,1,3, , , ,1, ,7,2, ,1, , , ,2,5,9,3,98,1,2, ,1, ,2,3,5,1,2,1,1,98,1,98,1,4,1,2,2,7,3,2,3,3,3,3,2, , ,2, , , ,2,6,2,1,2, , , , ,7, , , , , , , ,2,2,1,0,0,0,0,0,0,0,1,1,2,2,1,1,1,1,1,2,1,2,2,2,1,7,5,6,2,3, , , , , , ,1,3,4,4,1,98,0.91616747,1.24736628,0.78683777
2018011406,44,7,3,1,2,2,1,4,2,1,3,2,2,99, , , ,1, ,2,2, ,1,2, , ,3,8,7,2,2,2,2,2,2, ,2,2,2,7,7,7,2,3,3,2,2,2,2,2, ,5, , ,2,2,2,2,2, , ,2, , , , ,2,2,2,2, , , , ,5,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0, , , ,2,5,3,5,5,3,2,7,2,2,2,2,7,6,7,2,3, , , , , , ,3,2,2,2,2,2,1.81156762,3.21857072,1.08665276
2018011407,11,5,3,1,4,4,2,2,2,1,3,6,3,3, , , ,1, ,2,2, ,1,2, , ,2,5,5,3,2,1,2, ,2, ,2,2,1,4,4,4,2,3,2,1,3,3,2,2, ,7, , ,2,3,3,3,2, , ,2, , , , ,1,2,2,2, , , , ,7, , , , , , , ,2,1,1,0,0,0,0,0,0,0,2,4,2, ,3,1,1,2,1,1,1,2,2,2,2,4,4,4,2,3, , , , , , ,98,98,98,98,98,2,1.4358912,1.44856,1.08830014
2018011408,22,1,1,2,3,9,2,5,2,1,3,3,2,3, , , ,1, ,1,1, ,1,2, , ,4,1,5,2,2,1,2,2,1, ,1,4,2,3,6,5,3,5,4,2,1,3,1,1,1,7,2,2,3,2,2,2,2, , ,2, , , ,2,3,2,1,2, , , , ,7, , , , , , , ,1,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,5,2,1,5,1,2,2,2,6,5,7,2,3, , , , , , ,1,2,2,2,1,98,0.73780988,3.03428196,1.12683134
2018011409,7,1,1,1,2,2,2,4,2,4,3,2,4,3, , , ,1, ,3,2, ,1,1,2, ,3,7,8,1,3,2,1,2,1, ,2,2,3,2,2,2,1,2,3,5,1,4,1,2,1,4,2,2,1,2,2,2,2, , ,2, , , ,1,6,2,2,2, , , , ,3,1,98,2,2,1,2,1,2,2,0,0,0,0,0,1,0,0, , , ,1,1,4,1,3,5,2,1,1,2,2,2,5,6,5,2,3, , , , , , ,1,1,3,2,1,98,0.60371846,1.89307113,1.46512166
2018011410,31,2,1,1,2,2,2,4,2,3,3,6,3,3, , , ,1, ,7,1, ,1,2, , ,3,1,99,3,99,99,2, ,2, ,2,4,99,4,2,1,3,4,5,2,2,3,1,2,1,6,3,99,3,3,3,3,2, , ,2, , , ,2,6,2,1,2, , , , ,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,99,1,1,1,1,1,2,1,1,1,2,1,3,6,1,2,1, , , , , , ,98,3,98,2,2,98,3.02383763,0.70110368,1.0220661
2018011411,22,1,1,1,2,2,1,7,2,1,3,6,4,1, , , ,2,1,1,1, ,1, , , ,5,10,9,1,2,1,1, ,1, ,1,1,5,6,5,7,98,3,4,4,5,4,1,1,1,5,3,2,1,2,2,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0, , , ,1,1,1,1,1,2,1,7,1,1,1,1,5,6,4,2,2,1,1,1,1,1,4,98,1,2,1,1,1,0.42301658,2.73521087,0.83661917
2018011412,10,5,3,1,2,2,2,1,2,3,3,6,1,3, , , ,1, ,6,2, ,1, , , ,1,1,3,3,2,1,2, ,2, ,1,4,98,1,4,2,5,4,4,1,4,98,1,2,2,4,1,1,3,3,3,3,2, , ,2, , , ,2,6,2,1,2, , , , ,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , , ,1,1,1,1,1,2,1,1,2,2,2,1,2,1,2,98, , , , , , ,1,98,98,3,98,98,1.62468507,3.17106972,0.95022175
2018011413,33,2,1,1,3,3,2,1,4,3,3,2,2,3, , , ,1, ,3,2, ,1, , , ,1,1,10,2,1,2,2,1,1, ,1,3,1,7,7,7,5,2,5,3,3,2,1,1,1,7,2,2,2,2,2,2,2, , ,1,2,2,1,2,5,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,2,2,1, ,3,2,3,3,2,2,7,1,2,1,1,4,1,1,1,2,2, ,2, ,2,5,98,3,2,2,1,1,2.96195085,1.71180833,1.18104437
2018011414,38,9,4,2,5,11,1,2,4,1,3,5,4,3, , , ,1, ,8,1, ,2,2, , ,2,5,1,99,2,2,2, , ,1,1,3,5,5,5,5,2,5,3,1,4,3,1,1,1,5,2,3,3,2,3,2,1, ,2,2, , , ,2,5,1,2,1,1,1,2,1,4,2,1,1,2,2,1,2,2,2,0,0,0,0,0,1,0,0, , , , ,1,1,1,1,1,2,7,1,2,2,2,4,5,5,2,3, , , , , , ,1,3,98,4,1,98,0.68360986,0.29383277,1.04053084
2018011415,31,2,1,2,1,7,1,3,1,1,1,1,6,1, , ,1,2,1,2,1,2,1,1,1,1,2,10,10,1,1,1,1,1,1, ,1,1,5,6,7,7,5,98,5,5,5,4,1,1,1,7,3,98,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,1,3,1, ,5,4,5,4,4,1,7,1,1,1,2,7,6,7,1,1, , , , , , ,2,2,1,1,1,1,1.89451679,0.62823908,0.86049199
2018011416,31,2,1,2,1,7,2,4,2,3,3,6,4,3, , , ,1, ,5,1, ,1, ,1, ,6,10,10,1,3,1,1, ,1, ,2,1,5,4,4,4,3,5,3,5,3,4,1,1,2,7,3,3,1,1,1,1,2, , ,2, , , ,2,5,2,2,2, , , , ,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,7,7,1,2,2,1,2, ,3,7,1,3,1,2,1,98,2.37978032,0.73696704,1.06193771
2018011417,47,5,3,2,1,7,1,6,2,1,3,6,3,3, , , ,1, ,2,1, ,1, , , ,5,7,1,1,3,1,98, ,2, ,2,2,4,5,5,6,5,3,4,5,4,3,1,1,2,6,2,3,2,2,3,3,1, ,1,2,1,2,2,2,6,2,2,2, , , , ,1,1,2,2,2,2,2,1,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,1,1,1,4,1,2,2,98, , , , , , ,1,2,1,3,1,2,0.80835753,0.99011384,0.92975406
2018011418,26,4,2,1,5,5,2,5,2,4,3,6,3,3, , , ,1, ,2,2, ,1,2, , ,4,7,1,1,3,1,2, ,1, ,2,2,3,1,1,1,1,1,1,5,1,4,1,2,2,7,3,1,3,3,3,3,2, , ,2, , , ,2,6,2,2,2, , , , ,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,2,2,2,2,7,7,7,2,1, , , , , , ,1,3,1,1,1,2,0.61290116,2.07257286,0.98891951
