NFCSID,STATEQ,CENSUSDIV,CENSUSREG,A3,A3Ar_w,A3B,A4A_new_w,A5_2015,A6,A7,A7A,A11,A8,AM21,AM30,AM31,AM22,X3,X4,A9,A40,A10,A10A,A21_2015,A22_2015,A14,A41,J1,J2,J3,J4,J40,J5,J6,J8,J9,J10,J20,J32,J33_1,J33_40,J33_41,J41_1,J41_2,J41_3,J42_1,J42_2,J43,B1,B2,B4,B40,B41_1,B41_2,B31,B42,B43,B44,C1_2012,C2_2012,C3_2012,C4_2012,C5_2012,C10_2012,C11_2012,B14,C40,C41,D40,EA_1,E7,E8,E20,E15_2015,F1,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F10,G1,G20,G30_1,G30_2,G30_3,G30_4,G30_5,G30_97,G30_98,G30_99,G33,G35,G22_2015,G40,G25_1,G25_2,G25_3,G25_4,G25_5,G38,G23,H1,H30_1,H30_2,H30_3,M1_1,M1_2,M4,M40,M20,M21_1,M21_2_2015,M21_3,M21_4,M41,M42,M6,M7,M8,M31,M9,M10,wgt_n2,wgt_d2,wgt_s3
2018036737,42,4,2,1,5,5,1,5,1,2,1,5,4,2,4,1,3,1, ,3,2,2,1,2, ,1,6,5,2,3,3,2,1, ,1, ,1,1,5,5,6,6,4,3,4,3,3,3,1,1,2,4,1,2,3,3,3,3,1,3,1,2,2,2,2,2,6,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,98,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,5,1,2,2,2,5,4,5,2,1, , , , , , ,1,3,1,3,1,2,0.54077806,0.30715779,1.24052461
2018036738,51,8,4,2,5,11,1,4,1,2,1,5,7,3, , ,3,1, ,2,1,1,1,2, ,3,2,9,8,1,3,2,1, ,1, ,2,1,5,1,1,1,1,1,1,5,2,4,1,1,2,7,3,3,2,2,2,3,1,1,1,1,1,2,2,1,4,1,2,1,1,2,2,1,3,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,98,1,1,1,1,1,2,1,1,2,2,2,7,6,6,2,3, , , , , , ,1,3,1,3,1,2,0.46933436,0.20100664,1.14414923
2018036739,40,1,1,2,4,10,1,2,2,2,2,6,6,3, , , ,1, ,2,2,1,1,2, ,2,2,4,5,1,3,2,2, ,2, ,2,2,3,4,4,2,2,2,2,3,3,3,1,1,2,7,2,3,3,3,3,3,1,1,98,98, , , ,98,3,2,2,1,1,98,98,1,3,2,1,1,2,2,1,98,2,2,0,0,0,0,0,1,0,0, , , , ,1,5,1,1,2,2,1,1,2,2,2,6,7,5,2,3, , , , , , ,1,1,98,1,1,1,0.38140843,0.41630572,0.81954509
2018036740,42,4,2,2,2,8,1,6,1,2,1,1,6,3, , ,3,1, ,2,2,2,1, , ,1,5,4,98,3,3,1,2,1,2, ,2,3,2,7,7,7,3,4,4,2,5,3,1,2,1,1,2,3,2,3,2,3,1,1,98,2, , , ,2,5,2,2,2, , , , ,2,2,1,1,1,2,2,2,1,1,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,1,7,1,1,2,1,7,7,4,1,2,1,2,2, ,3,5,2,2,1,1,98,98,0.35405495,0.22568302,0.40609884
2018036741,20,1,1,2,3,9,1,5,1,2,1,2,6,3, , ,2,1, ,2,1,2,1,2, ,3,3,6,4,3,3,1,1,2,1, ,2,2,3,5,4,4,2,3,3,4,2,3,1,1,2,3,1,1,3,3,3,2,1,3,1,1,1,2,2,1,6,1,2,1,2,2, , ,7, , , , , , , ,1,98,1,0,0,0,0,0,0,0,1,2,2,2,1,1,1,1,1,2,1,1,2,2,2,4,5,7,2,3, , , , , , ,1,1,3,4,1,1,0.38140843,0.51355002,0.82866282
2018036742,20,1,1,2,5,11,1,4,1,2,1,5,7,3, , ,3,1, ,1,1,2,1,2, ,2,4,1,1,2,2,1,1, ,1, ,2,2,5,4,7,6,2,1,2,3,2,4,1,1,2,4,2,3,3,1,2,3,1,3,1,1,1,2,2,1,3,2,2,1,1,1,2,2,4,2,1,1,2,2,1,1,1,1,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,7,1,2,2,2,7,7,7,2,3, , , , , , ,1,2,1,3,1,2,0.44308731,0.59312039,0.99104664
2018036743,9,5,3,2,3,9,2,3,3,2,2,5,1,3, , , ,1, ,7,99,7,1,2, ,3,2,1,5,2,2,99,99, ,2, ,1,98,3,4,4,4,99,99,98,99,1,99,99,99, ,7, , ,3,3,2,3,1,98,99,99, , , ,99,5,1,2,2, , , , ,99, , , , , , , ,99,99,0,0,0,0,0,0,0,1, , , , ,1,4,1,99,1,2,4,2,1,2,1,7,7,5,2,3, , , , , , ,98,99,99,99,98,98,0.94054798,0.1341125,0.72975007
2018036744,42,4,2,2,3,9,1,7,1,2,1,2,5,3, , ,3,1, ,2,1,2,1, , ,1,2,1,7,2,1,2,2,2,2, ,2,4,3,7,6,6,4,4,5,2,4,3,1,1,1,3,3,3,3,2,2,3,1,1,1,2,2,2,2,2,5,2,2,1,1,2,2,1,3,2,1,1,2,1,2,1,1,2,1,1,0,0,0,0,0,0,2,2,1,2,1,1,1,5,1,1,7,1,1,1,2,4,4,4,1,3, , , , , , ,1,1,1,4,1,2,0.35701504,0.22710901,0.47599402
2018036745,42,4,2,2,4,10,1,7,1,2,1,6,8,3, , ,3,1, ,2,2,1,1, , ,3,6,9,6,1,3,1,1, ,1, ,2,1,5,2,2,1,1,1,2,5,2,4,1,2,2,6,3,2,2,3,3,3,1,1,1,1,1,2,2,1,6,1,2,1,2,2, , ,3,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,1,2,2,6,4,6,2,3, , , , , , ,1,3,2,4,1,2,0.35701504,0.22710901,0.47599402
2018036746,9,5,3,1,2,2,2,7,2,1,3,5,6,3, , , ,1, ,2,2, ,1, , , ,3,7,6,1,2,1,2, ,1, ,2,2,4,7,7,7,5,4,5,3,4,3,1,1,1,4,3,3,2,2,2,2,1, ,1,2,1,2,2,2,6,2,2,2, , , , ,1,2,1,1,1,2,1,2,2,1,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,1,2,6,1,2,2,2,7,7,6,2,2,2,1,2, ,2,7,1,1,98,3,1,2,1.29021919,0.10360806,1.40378558
2018036747,40,1,1,2,6,12,1,7,4,1,3,6,5,3, , , ,1, ,8,2, ,2, , , ,2,9,6,3,3,1,1, , ,1,2,1,5,3,2,1,1,2,2,2,2,4,1,1,2,7,3,1,3,3,3,3,1, ,1,1,2,2,2,1,6,1,2,1,2,2, , ,3,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,7,6,2,3, , , , , , ,1,3,2,2,1,2,0.35187112,0.35606668,0.58780755
2018036748,40,1,1,2,6,12,1,5,1,2,1,6,6,3, , ,2,1, ,8,2,8,2,2, ,1,4,4,3,2,2,1,2, , ,2,2,3,5,6,5,5,4,4,3,2,3,2,1,2,2,6,3,1,3,3,3,3,1,3,2,2, , , ,2,2,1,2,1,1,2,2,1,3,2,1,2,2,2,1,1,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,6,1,2,2,2,6,7,6,98,2,1,1,1, ,3,6,1,3,98,98,1,2,0.44308731,0.48080888,0.98667764
2018036749,9,5,3,1,5,5,1,7,2,1,3,5,7,1, , , ,2,1,2,2, ,1, , , ,6,9,6,1,3,1,1, ,1, ,2,1,5,2,2,1,1,1,1,5,2,4,1,1,2,7,3,3,3,2,2,3,1, ,1,1,1,2,2,2,6,1,2,2, , , , ,3,1,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,1,2,2,2,1,1,1,1,1,2,2,1,2,2,2,7,7,7,1,2,2,1,2,1,3,7,1,3,1,2,1,2,0.98049684,0.10002044,0.62316427
2018036750,42,4,2,2,3,9,1,7,3,1,3,3,5,3, , , ,1, ,2,1, ,1, , , ,6,6,7,1,2,1,1,1,1, ,2,1,5,6,6,6,3,3,3,3,3,4,1,1,2,7,3,3,3,2,2,3,1, ,1,1,1,2,2,2,5,1,2,1,1,2,2,1,3,1,2,2,2,2,2,1,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,3,1,2,1,2,7,7,6,1,2,1,1,1, ,3,7,1,3,98,2,1,2,0.35701504,0.22710901,0.47599402
2018036751,42,4,2,2,2,8,1,5,1,2,1,1,6,3, , ,3,1, ,2,2,2,1,2, ,1,6,3,5,2,2,1,2,2,2, ,2,2,2,1,6,4,3,4,3,1,3,2,1,1,1,5,3,3,3,3,1,3,1,3,1,1,1,1,2,2,5,2,2,1,1,2,2,1,3,2,1,1,2,1,1,1,1,2,1,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,1,2,7,1,2,2,2,7,5,4,1,3, , , , , , ,1,1,1,3,1,2,0.44583726,0.25388559,0.74659205
2018036752,9,5,3,2,1,7,2,5,2,3,3,6,1,3, , , ,1, ,2,1, ,1,1,1, ,5,10,4,2,2,2,1, ,2, ,1,2,3,1,1,1,2,2,3,2,1,4,1,1,2,4,1,1,1,2,3,1,2, , ,2, , , ,1,4,1,2,2, , , , ,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,3,1,1,1,2,2,1,1,1,4,3,1,1, , , , , , ,99,99,99,99,99,99,1.15366723,0.1022887,1.59014927
2018036753,8,5,3,2,5,11,1,2,2,1,3,6,1,3, , , ,1, ,7,2, ,1,2, , ,2,4,3,2,2,1,1, ,2, ,2,1,5,7,6,6,5,3,5,3,3,3,1,1,2,7,3,1,3,3,3,3,2, , ,1,2,2,2,1,5,2,1,1,2,2, , ,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , ,1,1,1,1,1,2,2,1,2,2,2,7,5,6,2,3, , , , , , ,1,3,2,2,1,2,1.1924057,0.14360031,0.9962414
2018036754,20,1,1,2,6,12,1,6,1,2,1,6,5,3, , ,3,1, ,2,2,8,1, , ,3,2,6,6,1,3,1,1, ,2, ,2,2,5,5,5,4,1,1,3,5,2,3,1,1,2,7,3,3,2,3,3,3,1,3,1,1,1,2,2,2,5,2,2,1,1,2,2,1,3,2,1,2,2,2,2,1,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,6,1,2,2,2,7,7,6,2,98, , , , , , ,1,3,98,3,1,1,0.35187112,0.43923982,0.85726344
2018036755,51,8,4,1,3,3,2,6,1,2,1,6,5,3, , ,3,1, ,1,2,2,1, , ,3,5,10,1,3,3,2,1, ,2, ,2,1,5,1,1,1,1,1,1,5,1,4,2,2, ,1, , ,3,3,1,3,1,2,1,2,1,2,2, ,6,1,2,2, , , , ,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,1,6,2,3, , , , , , ,1,1,4,1,98,98,0.7660497,0.22517147,1.40629472
2018036756,51,8,4,2,1,7,1,3,1,2,1,6,4,3, , ,3,1, ,4,1,2,1,2, ,1,2,3,6,2,2,2,2, ,2, ,1,2,3,2,1,1,5,4,4,2,5,2,1,1,2,1,3,3,2,3,2,3,2, , ,2, , , ,2,6,2,2,2, , , , ,2,2,2,1,1,2,1,2,1,2,0,0,0,0,0,1,0,0, , , , ,2,5,1,1,1,2,2,1,2,1,2,2,1,5,2,3, , , , , , ,1,98,98,3,98,98,0.40065216,0.19153898,0.75362843
2018036757,20,1,1,1,4,4,1,4,1,2,1,5,5,3, , ,3,1, ,2,2,2,1,2, ,3,2,7,3,1,3,1,1, ,1, ,2,1,5,4,1,1,1,1,1,4,2,4,1,1,2,7,1,1,3,3,2,3,1,3,1,1,1,2,2,1,4,2,2,1,2,2, , ,1,1,2,1,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,1,1,6,2,3, , , , , , ,3,3,1,98,1,2,0.4707772,0.6038812,1.2383254
2018036758,40,1,1,2,4,10,1,7,1,2,1,6,8,3, , ,3,1, ,2,2,2,1, , ,1,6,9,8,3,3,1,1, ,98, ,2,1,5,2,2,2,2,2,2,5,2,4,1,1,2,6,3,1,2,3,3,3,1,1,1,2,1,2,2,1,6,2,2,1,2,2, , ,4,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,7,6,2,3, , , , , , ,1,3,2,2,1,2,0.30288977,0.30829837,0.48823929
2018036759,40,1,1,1,6,6,1,6,4,1,3,5,4,2,4,2, ,1, ,1,1, ,1, , , ,1,1,7,3,3,2,1, ,2, ,2,1,4,4,4,4,4,4,4,4,5,3,1,1,2,7,2,2,2,3,3,1,2, , ,2, , , ,2,5,2,2,2, , , , ,1,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,1,2,4,3,6,1,2,2,2,2,2,2,7,1,1,2,2,1,2,0.36434387,0.36936816,0.67476737
2018036760,9,5,3,1,4,4,2,7,1,2,1,6,8,3, , ,3,1, ,2,2,2,1, , ,3,6,8,8,3,2,1,1, ,1, ,2,1,5,5,4,4,2,2,3,4,3,4,1,1,2,7,3,3,2,2,3,2,1,3,99,99, , , ,99,5,99,2,99, , , , ,2,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,4,99,2,99,99,6,6,6,2,99, , , , , , ,1,3,2,2,1,2,1.94625008,0.10682153,1.63483516
2018036761,40,1,1,1,6,6,1,7,1,2,1,5,7,2,3,1,3,1, ,8,2,2,2, , ,3,1,10,1,3,3,1,1, , ,2,2,1,5,1,1,1,1,1,1,4,1,4,1,1,2,4,3,2,2,2,3,3,1,3,1,2,2,2,2,2,5,1,2,1,1,2,2,1,3,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,7,7,6,2,3, , , , , , ,1,3,2,3,1,2,0.36434387,0.36936816,0.67476737
2018036762,20,1,1,2,2,8,2,2,2,3,3,6,1,3, , , ,1, ,3,2, ,1,2, , ,4,6,7,3,2,3,2, ,2, ,2,4,2,2,5,5,5,4,4,2,2,2,1,1,2,5,2,3,3,1,2,3,1, ,2,2, , , ,1,6,2,2,2, , , , ,1,2,1,1,2,2,2,2,2,1,0,0,0,0,0,0,0,1, , , , ,1,1,1,1,1,1,5,2,2,2,2,5,2,3,2,98, , , , , , ,1,3,98,3,1,98,0.73169254,0.64480223,0.70243825
2018036763,20,1,1,1,6,6,1,3,1,2,1,5,4,3, , ,3,1, ,8,2,8,2,2, ,1,2,9,8,1,3,1,1, , ,2,2,1,5,2,1,2,2,2,3,5,2,3,1,1,2,7,3,1,3,3,3,3,2, , ,1,2,2,2,2,6,1,2,1,2,2, , ,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , ,2,1,1,1,1,2,1,1,2,2,2,7,6,7,2,98, , , , , , ,1,3,2,3,1,2,0.45879339,0.61527742,1.01814843
2018036764,40,1,1,2,3,9,1,4,2,1,3,1,7,1, , , ,2,1,2,1, ,1,1,2, ,3,10,10,1,1,1,1,1,1, ,1,1,5,7,6,6,4,5,4,4,5,4,1,1,1,7,2,3,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,1,1,0,0,0,0,0,1,0,0, , , ,1,4,4,5,5,4,1,7,1,1,2,1,7,6,7,1,1, , , , , , ,2,1,1,2,1,1,0.38140843,0.41630572,0.81954509
2018036765,20,1,1,2,4,10,1,6,1,2,1,5,7,3, , ,2,1, ,3,1,2,1, , ,3,5,6,6,1,3,2,2, ,1, ,2,2,5,5,7,6,2,2,2,3,3,2,1,1,1,3,3,3,3,2,3,3,1,2,1,2,1,1,2,1,4,1,2,1,1,2,2,1,3,2,1,1,2,2,2,1,1,2,0,0,1,0,0,0,0,0,2,2,2,2,1,1,1,1,1,2,6,1,2,2,1,7,7,5,2,3, , , , , , ,1,3,3,2,1,98,0.30288977,0.38031338,0.71680011
2018036766,40,1,1,1,3,3,1,7,4,1,3,6,5,3, , , ,1, ,2,1, ,1, , , ,5,5,6,3,3,1,2, ,1, ,2,4,3,5,5,5,1,3,3,2,4,3,99,99, ,5, , ,3,2,2,3,98, , ,99, , , ,99,5,99,2,1,1,2,2,1,99, , , , , , , ,2,2,1,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,1,2,7,1,2,2,2,7,7,5,2,98, , , , , , ,1,98,98,2,1,98,0.37386063,0.36252669,0.68823399
2018036767,51,8,4,1,3,3,1,3,1,2,1,2,6,2,4,2,3,1, ,2,2,2,1,2, ,2,2,6,5,3,2,1,2,2,2, ,2,3,2,98,6,6,3,3,3,3,5,2,1,2,1,5,2,2,1,2,2,3,2, , ,2, , , ,2,5,2,1,1,1,2,2,2,4,2,1,1,1,1,2,2,1,1,0,1,0,0,0,0,0,0,1,1,2, ,3,1,1,5,1,1,7,1,2,2,2,1,6,2,2,3, , , , , , ,1,1,2,3,1,98,0.49866451,0.24247566,2.25527122
2018036768,9,5,3,2,3,9,2,7,2,1,3,6,5,3, , , ,1, ,2,1, ,1, , , ,1,3,6,2,2,1,2, ,1, ,2,3,4,6,2,4,4,4,3,1,3,2,1,1,1,7,3,2,1,2,2,1,1, ,1,2,2,2,2,2,5,2,2,2, , , , ,3,2,1,1,2,2,1,98,1,2,1,0,0,0,0,0,0,0,2,3,1,2,1,1,1,1,1,2,7,1,1,1,1,5,6,5,2,3, , , , , , ,3,3,98,3,1,98,0.92382713,0.09248036,0.72617217
2018036769,9,5,3,2,2,8,1,6,2,4,3,5,5,3, , , ,1, ,2,2, ,1, , , ,5,7,5,1,3,1,1, ,2, ,2,1,5,7,6,6,3,3,3,3,2,3,1,1,2,6,3,1,3,3,2,1,1, ,1,1,1,2,2,2,6,2,2,2, , , , ,2,1,2,2,1,2,2,1,2,2,1,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,1,2,3,1,2,1,1,6,6,6,2,3, , , , , , ,1,2,4,98,1,2,0.80835753,0.09034093,0.52137902
2018036770,40,1,1,1,6,6,1,7,1,1,1,1,5,99, , ,3,1, ,8,2,8,2, , ,1,6,10,10,3,3,2,2,2, ,2,2,2,5,7,98,7,98,5,4,98,5,3,2,1, ,7,3,98,3,2,2,2,2, , ,2, , , ,2,2,1,2,1,2,2, , ,2,1,2,98,98,2,98,2,2,2,1,0,0,0,0,0,0,0,2,2,2,2,5,4,3,1,2,2,7,2,98,2,1,7,7,7,2,3, , , , , , ,2,1,2,1,1,1,0.36434387,0.36936816,0.67476737
2018036771,40,1,1,1,6,6,1,2,1,2,1,5,6,3, , ,3,1, ,3,2,8,1,2, ,3,2,7,2,3,3,1,2, ,2, ,2,1,4,4,6,6,2,3,2,3,2,3,1,1,2,7,3,2,3,3,2,3,1,1,2,2, , , ,1,2,1,2,2, , , , ,2,2,1,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , , ,1,1,1,1,1,2,4,1,2,2,2,6,6,6,2,3, , , , , , ,1,98,1,3,1,98,0.45879339,0.49877032,1.13264601
2018036772,40,1,1,2,6,12,1,6,1,2,1,5,6,3, , ,2,1, ,8,2,8,2, , ,1,5,9,6,3,3,1,1, , ,1,2,1,5,5,4,1,2,1,3,3,2,4,1,1,2,7,3,1,3,3,3,3,1,2,2,1,2,2,2,1,6,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,2,2,1,1,1,1,2,1,1,2,2,2,7,6,5,2,98, , , , , , ,1,3,2,3,1,2,0.35187112,0.35606668,0.58780755
2018036773,40,1,1,2,2,8,1,7,2,2,2,1,6,3, , , ,1, ,2,1,1,1, , ,1,6,4,1,3,2,3,1,1,2, ,2,1,3,6,7,7,4,3,4,3,3,3,1,1,2,4,1,1,3,3,3,3,1,1,98,2, , , ,2,5,2,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2,2,1,0,0,0,0,0,0,0,2,2,1,2,1,1,1,1,1,2,6,1,2,2,2,5,3,4,2,3, , , , , , ,1,3,98,2,1,98,0.30037844,0.33354148,0.60597913
2018036774,20,1,1,2,2,8,1,4,1,2,1,2,5,3, , ,3,1, ,4,2,2,1,2, ,3,4,5,3,3,2,2,2,2,2, ,2,4,5,1,4,1,1,3,1,3,2,3,1,1,2,7,1,1,3,3,3,3,1,2,2,2, , , ,2,6,2,2,1,1,2,2,1,7, , , , , , , ,1,2,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,1,2,4,1,2,2,1,6,5,4,1,98, , , , , , ,98,3,98,98,1,2,0.37824609,0.55559891,0.96461953
2018036775,9,5,3,2,2,8,2,4,2,3,3,6,3,3, , , ,1, ,3,2, ,1,2, , ,1,9,1,1,3,2,2, ,2, ,2,3,5,4,4,1,1,1,1,3,2,4,1,1,2,6,2,3,1,1,1,3,1, ,98,2, , , ,2,6,2,2,2, , , , ,3,1,1,1,2,2,2,1,2,1,0,0,0,0,0,1,0,0, , , ,1,1,1,1,1,1,2,4,1,2,1,1,6,6,6,2,3, , , , , , ,1,3,98,4,1,98,1.96907998,0.1110193,2.10327096
2018036776,40,1,1,2,2,8,1,6,1,2,1,6,7,3, , ,3,1, ,1,2,2,1, , ,2,5,3,7,1,2,3,1, ,2, ,1,1,4,98,6,6,3,3,3,3,3,3,1,1,2,6,3,3,3,2,3,2,1,2,98,98, , , ,2,4,2,2,2, , , , ,3,2,2,1,1,2,2,1,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,5,1,2,2,2,6,6,4,2,98, , , , , , ,1,98,98,98,1,98,0.30037844,0.33354148,0.60597913
2018036777,40,1,1,2,3,9,1,7,2,2,2,6,7,3, , , ,1, ,2,1,2,1, , ,1,2,7,6,1,3,2,1, ,1, ,2,1,5,7,5,4,2,2,5,4,2,4,1,1,1,7,3,3,3,3,2,2,1,1,1,1,1,1,2,2,6,2,2,1,2,2, , ,3,2,1,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,1,2,7,1,2,2,2,7,5,5,2,98, , , , , , ,98,98,98,98,98,98,0.30288977,0.30829837,0.48823929
2018036778,20,1,1,1,3,3,1,6,1,2,1,6,8,3, , ,3,1, ,2,1,2,1, , ,3,5,5,6,2,2,1,1, ,2, ,2,1,5,4,7,7,3,3,4,3,3,4,1,1,1,7,3,3,3,3,3,2,1,1,1,2,1,2,2,2,5,2,2,1,1,1,2,1,3,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,4,1,2,2,2,4,3,3,2,98, , , , , , ,1,3,3,98,1,2,0.37386063,0.44720882,1.07116159
2018036779,20,1,1,2,3,9,1,6,1,2,1,1,5,2,3,2,3,1, ,2,1,2,1, , ,1,1,1,1,2,1,1,2,2,2, ,1,4,1,7,1,7,5,5,5,1,4,1,2,2, ,1, , ,1,3,2,98,2, , ,1,1,2,2, ,2,2,2,1,1,1,1,3,2,2,1,1,1,1,2,2,2,2,0,0,1,0,0,0,0,0,2,2,2,98,1,1,4,1,2,1,7,1,1,2,2,2,98,7,1,1, , , , , , ,1,1,1,4,1,1,0.30288977,0.38031338,0.71680011
2018036780,8,5,3,1,4,4,1,6,1,2,1,2,7,2,4,2,3,1, ,2,2,2,1, , ,1,3,1,7,2,2,1,2,2,1, ,1,4,3,7,7,7,5,5,5,1,4,2,1,2,2,7,2,3,3,2,2,2,1,1,2,2, , , ,2,4,2,2,1,1,1,2,1,3,2,2,1,2,2,2,2,1,1,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,1,7,1,2,1,1,4,7,5,2,1, , , , , , ,1,3,1,2,1,2,1.00610768,0.12466342,0.72300318
2018036781,8,5,3,2,3,9,1,6,1,2,1,2,7,3, , ,3,1, ,2,2,2,1, , ,1,5,1,3,3,2,1,2,1,2, ,2,4,2,4,4,3,5,5,5,1,4,1,1,1,1,4,3,3,2,2,2,3,1,1,1,2,1,2,2,2,5,2,2,2, , , , ,3,2,1,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,2,4,1,2,1,2,1,3,1,1,6,1,2,2,2,4,4,4,1,3, , , , , , ,1,2,1,2,1,2,0.81511584,0.11713874,0.45418678
2018036782,28,4,2,2,2,8,1,6,4,2,2,2,3,2,3,2, ,1, ,4,2,1,1, , ,3,4,3,1,3,2,98,1,1,2, ,2,2,4,6,5,4,3,4,3,1,4,3,1,1,2,4,3,3,3,2,2,3,2, , ,1,2,2,2,2,6,2,1,2, , , , ,2,2,1,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,1,2,7,1,2,2,2,6,4,98,2,3, , , , , , ,1,98,98,2,1,98,0.35405495,0.48528437,0.56406062
2018036783,9,5,3,2,2,8,2,7,2,2,2,6,6,3, , , ,1, ,2,1,2,1, , ,2,6,3,4,2,1,2,2, ,1, ,2,3,4,7,7,7,5,5,5,3,5,3,1,2,1,7,3,3,2,1,3,3,1,1,2,2, , , ,1,6,2,2,2, , , , ,2,2,1,1,2,2,2,1,1,2,1,0,0,0,0,0,0,0,2,3,1,1,2,1,1,1,1,2,3,1,2,1,2,6,1,6,2,3, , , , , , ,2,3,2,3,1,1,1.56371522,0.1010549,1.01220123
2018036784,20,1,1,2,4,10,1,7,1,2,1,6,7,3, , ,3,1, ,2,2,2,1, , ,2,6,8,7,1,3,1,1, ,1, ,2,1,5,2,5,4,2,1,2,5,1,4,1,1,2,6,3,2,3,3,3,3,1,3,1,1,1,2,2,98,6,2,2,1,1,2,2,1,3,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,1,1,2,2,2,6,6,5,2,3, , , , , , ,1,3,98,2,1,98,0.30288977,0.38031338,0.71680011
2018036785,40,1,1,1,3,3,1,6,1,2,1,2,7,3, , ,3,1, ,2,2,2,1, , ,1,6,6,5,1,3,1,1,1,1, ,2,1,5,6,4,4,2,2,3,5,3,4,1,1,2,4,3,3,1,2,2,3,1,2,1,1,1,2,2,1,4,1,2,1,1,2,2,1,2,1,1,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , ,2,1,1,1,1,1,2,4,1,1,1,1,7,7,5,2,3, , , , , , ,1,2,1,2,1,2,0.37386063,0.36252669,0.68823399
2018036786,28,4,2,2,2,8,1,6,2,4,3,6,4,3, , , ,1, ,2,1, ,1, , , ,5,5,5,1,3,1,2, ,1, ,2,2,5,7,4,3,2,3,3,3,3,2,1,1,2,2,3,3,3,2,3,3,1, ,1,2,1,2,2,2,6,2,2,2, , , , ,2,2,1,2,1,2,2,2,1,2,1,0,0,0,0,0,0,0,1,2,2,2,1,1,1,1,1,2,3,1,2,2,2,5,1,4,2,1, , , , , , ,1,3,4,98,1,98,0.35405495,0.48528437,0.56406062
2018036787,20,1,1,1,3,3,1,3,1,2,1,1,5,3, , ,3,1, ,2,2,2,1,2, ,2,2,4,1,2,1,1,2,2,2, ,1,3,3,7,7,7,4,4,5,2,3,3,1,1,1,5,1,1,3,3,3,3,1,2,98,2, , , ,98,4,2,2,1,1,2,2,3,1,2,1,98,1,2,2,98,1,1,0,0,0,0,0,1,0,0, , , , ,1,1,1,1,1,1,7,1,1,1,1,2,4,1,2,3, , , , , , ,98,98,98,98,98,98,0.4707772,0.6038812,1.2383254
