NFCSID,STATEQ,CENSUSDIV,CENSUSREG,A3,A3Ar_w,A3B,A4A_new_w,A5_2015,A6,A7,A7A,A11,A8,AM21,AM30,AM31,AM22,X3,X4,A9,A10,A10A,A21_2015,A22_2015,A14,J1,J2,J3,J4,J5,J6,J8,J9,J10,J20,J30,J31,J32,J33_1,J33_2,B1,B2,B4,B30,B31,C1_2012,C2_2012,C3_2012,C4_2012,C5_2012,C10_2012,C11_2012,B14,D20_1,D20_2,D20_3,D20_4,D20_5,D20_6,D20_7,EA_1,E4A_2015,E5_2015,E7,E8,E20,E15_2015,F1,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F10,G1,G20,G30_1,G30_2,G30_3,G30_4,G30_5,G30_97,G30_98,G30_99,G31,G32,G33,G34,G35,G22_2015,G36,G25_1,G25_2,G25_4,G25_5,G37_1,G37_2,G37_3,G37_98,G37_99,G38,G23,H1,H30_1,H30_2,H30_3,M1_1,M1_2,M4,M20,M21_1,M21_2_2015,M21_3,M21_4,M30,M6,M7,M8,M31,M9,M10,wgt_n2,wgt_d2,wgt_s3
2015035120,44,7,3,1,3,3,2,6,2,3,3,6,2,3, , , ,1, ,7, ,1, , , ,5,2,98,3,99, ,2, ,2,1,5,1,4,6,2,1,1,2,3,3,2, , ,2, , , ,2,2,2,2,2,2,2,2,99, , , , , , ,1,1,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,2,2,2,2,6,6,6,3, , , , ,1,1,3,2,3,1,2,0.97970060,1.12922299,0.60806128
2015035121,12,9,4,1,3,3,2,7,1,2,1,4,6,1, , ,3,2,1,2,4,1, , ,3,5,7,3,3,2,2,1, ,2,2,4,2,3,7,4,1,1,2,3,2,1,1,2,2, , , ,2,1,2,2,2,2,2,2,2, , , , , , ,4,2,1,1,2,2,2,1,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,5,1,2,2,2,7,7,5,1, , , , ,2,1,3,4,2,1,2,0.88452069,0.09672104,0.68528377
2015035122,14,3,2,1,3,3,2,4,2,4,3,6,1,3, , , ,1, ,7, ,1,2, , ,1,4,1,1,2, ,2, ,1,4,1,1,2,7,6,2,2, ,2,3,2, , ,2, , , , ,2,2,2,2,1,2,1,2, , , , , , ,7, , , , , , , ,2,1,0,0,0,0,0,1,0,0, , , , , , , ,1,5,1,1, , , , , ,1,7,2,1,1,1,6,7,5,3, , , , ,1,1,3,98,2,1,2,1.59306997,0.85411284,0.95994972
2015035123,12,9,4,2,3,9,2,6,1,2,1,2,6,3, , ,1,2,2,4,2,1, , ,3,6,2,3,3,1,1,1, ,2,1,4,1,4,5,4,1,1,2,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,16,0,1,2,2,1,3,2,1,1,2,2,2,1,1,2,0,1,0,0,0,0,0,0,98,98,1, ,2,2,1,1,1,1,1, , , , , ,2,6,1,2,2,2,7,5,5,3, , , , ,2,1,3,98,3,1,98,1.32656708,0.10419599,0.24103568
2015035124,27,8,4,2,3,9,1,6,1,2,1,2,6,3, , ,2,1, ,4,2,1, , ,1,6,2,1,3,2,2,1, ,2,1,2,1,3,4,5,1,1,2,3,3,1,3,1,1,1,2,2,2,1,2,2,2,2,2,2,2, , , , , , ,3,1,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,0,3,2,2,1,2,2,2,1,1,1,1, , , , , ,2,5,1,2,2,2,7,7,5,1, , , , ,2,1,3,98,2,1,98,0.31325154,0.24234653,0.56296484
2015035125,4,7,3,2,6,12,1,7,1,2,1,4,8,3, , ,3,1, ,8,8,2, , ,1,8,6,3,2,1,1, ,1,2,1,4,2,5,2,7,1,1,2,3,3,2, , ,1,2,2,2,1,2,2,1,1,2,1,2,1,16,100,2,2, , ,2,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,6,5,3, , , , ,2,1,98,2,98,1,98,1.05875624,0.26016983,0.69295724
2015035126,32,8,4,2,6,12,2,6,4,1,3,5,4,3, , , ,1, ,8, ,2, , , ,10,7,1,3,1, , ,1,2,1,1,1,5,4,7,1,1,2,3,3,1, ,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1, ,1,1,2,1,6,2,2,1,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,7,1,2,2,2,1,1,7,2,2,1,2, ,1,1,3,1,2,1,2,0.57154649,0.53406234,0.59830048
2015035127,13,8,4,1,2,2,1,5,1,2,1,3,2,3, , ,3,1, ,2,4,1,2, ,1,4,4,2,2,2,2,1, ,1,3,1,1,5,5,3,1,1,2,1,3,2, , ,2, , , ,2,1,2,2,2,2,1,1,2, , , , , , ,2,2,1,1,2,2,2,1,2,1,1,0,0,0,0,0,0,0,1,98,1,3,1,2,2,1,1,1,1, , , , , ,2,7,2,1,2,1,4,5,5,3, , , , ,1,1,3,98,2,1,2,0.60276551,0.78804227,1.59497375
2015035128,14,3,2,1,3,3,2,2,1,2,1,2,6,3, , ,3,1, ,2,2,1,2, ,3,5,5,3,3,99,2,2, ,1,1,98,1,3,5,5,1,1,2,3,3,1,1,98,99, , , ,2,98,98,98,98,98,98,98,2, , , , , , ,5,1,2,2,2,2,2,98,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,5,1,2,2,2,7,7,5,99, , , , ,1,1,99,98,1,98,98,1.59306997,0.85411284,0.95994972
2015035129,1,6,3,1,3,3,2,6,1,2,1,2,5,3, , ,3,1, ,2,2,1, , ,1,5,8,3,3,2,2,98, ,2,2,3,2,3,6,4,1,1,1,3,3,1,3,1,2,1,2,2,98,1,2,2,2,2,2,1,2, , , , , , ,2,2,1,1,1,2,2,1,1,98,0,1,0,0,0,0,0,0,1,1,98, ,98,1,2,1,1,1,1, , , , , ,1,7,1,2,2,2,6,7,4,98, , , , ,2,1,3,1,3,1,2,0.71734923,0.84019857,0.65830392
2015035130,47,5,3,1,6,6,2,6,1,4,1,6,7,3, , ,3,1, ,8,8,2, , ,2,9,7,1,3,1, , ,2,2,2,3,1,5,4,7,1,98,2,3,3,2, , ,1,2,2,2,1,2,2,2,2,2,2,1,2, , , , , , ,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,1,1,6,2,2,1,1, ,2,1,3,1,98,1,2,1.52821150,0.95956495,0.86556809
2015035131,47,5,3,2,6,12,2,7,5,1,3,5,8,3, , , ,1, ,8, ,2, , , ,9,8,3,3,1, , ,1,2,1,3,1,3,2,6,1,1,2,3,3,2, , ,1,2,2,2,1,2,2,1,1,2,1,2,1,1, ,2,2, , ,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,1,2,1,2,2,2,4,7,6,1, , , , ,1,1,3,2,2,1,2,1.04805096,1.03261868,0.95781178
2015035132,40,1,1,1,4,4,1,4,1,2,1,2,8,2,3,1,3,1, ,2,2,1,2, ,1,9,8,1,3,1,1,1, ,2,1,2,2,5,1,7,1,1,2,3,3,1,3,1,1,1,2,2,1,1,2,2,2,2,2,2,1,1, ,1,2,2,1,2,1,2,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,2,2,1, ,1,1,1,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,7,3, , , , ,2,2,1,3,2,1,2,0.52617324,0.46975774,1.32186829
2015035133,2,9,4,2,1,7,1,4,2,4,3,6,2,99, , , ,1, ,5, ,1, ,1, ,3,1,1,2,1, ,2, ,1,3,4,1,4,2,5,1,1,2,3,3,2, , ,2, , , ,1,1,2,2,2,2,2,2,2, , , , , , ,1,1,2,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,3,2,2,3,1,2,98,1,1,3,1,0,1,1,0,0,2,4,1,2,2,1,6,7,6,3, , , , ,2,1,1,1,2,98,98,1.61828514,0.09653264,0.63067999
2015035134,28,4,2,1,3,3,1,6,1,2,1,2,6,3, , ,3,1, ,2,2,1, , ,1,8,5,1,3,1,1,1, ,2,1,5,1,5,4,4,1,1,2,3,3,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,11,15,1,2,2,1,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,6,6,6,2,98,1,2, ,1,1,3,1,2,1,2,0.40609157,0.49857596,0.90254215
2015035135,30,1,1,1,3,3,1,7,2,2,2,2,7,3, , , ,1, ,1,4,1, , ,3,7,8,1,3,1,1,1, ,2,1,5,2,5,3,7,1,2,2,3,3,2, , ,1,2,2,2,2,1,2,2,2,2,1,2,1,9,20,1,2,2,1,2,2,1,1,2,2,2,1,1,2,1,0,0,0,0,0,0,0,1,2,1,1,2,2,2,1,1,1,1, , , , , ,2,4,1,2,2,2,7,3,6,2,1,2,2, ,1,1,1,1,2,1,2,0.34860613,0.46970527,0.76797469
2015035136,51,8,4,1,5,5,1,7,1,2,1,5,8,3, , ,3,1, ,8,8,2, , ,1,8,7,2,3,1, , ,1,2,1,5,1,5,5,7,1,1,2,3,3,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,1,17,100,2,2, , ,3,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,6,2,2,2,1, ,2,1,3,2,2,1,2,0.35559722,0.15652265,0.60171501
2015035137,13,8,4,1,3,3,1,6,1,2,1,2,7,3, , ,3,1, ,2,4,1, , ,1,7,7,1,3,1,1,1, ,2,1,3,1,5,5,4,1,1,2,3,3,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,1,5,1,1,2,2,1,2,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,2,1,2,2,2,6,7,6,1, , , , ,1,1,3,2,2,1,2,0.36551919,0.42673454,0.66578087
2015035138,40,1,1,1,4,4,1,7,1,2,1,3,8,3, , ,3,1, ,2,2,1, , ,1,4,3,3,3,2,2,1, ,2,1,2,1,4,5,3,1,1,2,3,3,1,3,1,1,1,2,2,2,1,2,2,2,2,1,2,1,11,3,1,2,2,1,3,2,1,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,3,1,2,2,2,7,7,6,3, , , , ,2,1,3,1,2,1,2,0.34860613,0.37097162,0.79586403
2015035139,23,3,2,1,1,1,1,6,2,4,3,6,1,3, , , ,1, ,1, ,1, , , ,8,8,3,3,98, ,2, ,2,1,1,2,5,2,7,2,1, ,3,3,2, , ,2, , , ,2,2,2,2,2,2,1,1,2, , , , , , ,7, , , , , , , ,2,2,1,0,0,0,0,0,0,0,1,2,2,1,2,2,2,1,1,5,1,1,0,0,0,0,2,6,1,2,2,2,7,7,6,2,1,1,2, ,1,1,3,2,3,1,2,1.31543862,1.20534856,0.82806472
2015035140,49,5,3,1,6,6,1,7,1,2,1,5,5,3, , ,3,1, ,8,8,2, , ,1,7,4,1,3,1, , ,2,2,1,98,2,5,2,6,1,1,2,3,3,1,1,2,2, , , ,2,2,1,2,1,2,2,2,1,1, ,2,2, , ,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,6,7,4,1, , , , ,1,1,3,2,2,1,2,0.89467562,0.22362937,0.60723263
2015035141,37,7,3,1,3,3,2,6,1,2,1,2,7,2,4,2,3,1, ,2,2,1, , ,3,1,10,1,2,2,2,1, ,1,3,1,1,3,7,4,1,1,2,3,3,1,3,2,2, , , ,2,1,2,2,2,2,2,2,1,9,5,1,2,2,1,4,2,1,1,1,2,1,2,2,1,0,1,0,0,0,0,0,0,3,1,2, ,1,2,2,1,1,1,1, , , , , ,2,7,1,1,1,1,7,7,4,1, , , , ,1,1,3,1,2,1,2,1.97556048,0.31888933,1.07622705
2015035142,1,6,3,2,6,12,2,4,5,4,3,1,5,3, , , ,1, ,8, ,2,2, , ,9,1,1,3,1,1, ,1,2,1,98,1,4,4,5,1,1,2,3,2,1, ,1,98,1,2,2,2,2,2,1,1,2,2,2,1,1, ,2,2, , ,1,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,1,6,6,2,1,1,1, ,1,98,98,98,98,1,98,0.99116941,1.46094987,1.39324628
2015035143,7,1,1,1,3,3,2,4,1,2,1,1,6,3, , ,3,1, ,2,2,1,2, ,1,8,7,3,3,2,2,1, ,2,2,3,1,3,5,5,1,1,1,3,3,1,3,1,2,1,2,2,2,2,2,2,2,2,2,2,1,9,20,1,2,1,1,2,2,1,1,1,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,4,1,2,2,2,7,7,5,3, , , , ,1,1,3,98,2,1,98,0.89876597,1.71877852,1.19661912
2015035144,47,5,3,2,6,12,2,4,4,1,3,1,4,3, , , ,1, ,8, ,2,2, , ,9,5,1,3,1,2, ,1,2,1,98,1,5,1,6,1,1,2,3,3,1, ,1,1,2,2,2,2,2,1,1,1,2,2,2,1,1, ,1,2,2,1,3,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,7,2,2,1,1, ,2,3,3,2,98,1,1,1.44906218,1.29232564,1.07842390
2015035145,30,1,1,1,4,4,1,6,2,1,3,6,4,2,4,2, ,1, ,2, ,1, , , ,6,7,3,2,2, ,2, ,2,2,4,1,5,6,5,1,1,2,3,3,1, ,98,2, , , ,2,1,2,2,2,2,2,2,2, , , , , , ,3,2,1,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,1,2,2,1,2,2,1,1,1,1,1, , , , , ,2,6,1,2,2,2,5,5,5,1, , , , ,1,1,3,98,2,1,2,0.34860613,0.46970527,0.76797469
2015035146,47,5,3,1,4,4,2,2,4,2,2,4,5,2,4,2, ,1, ,2,2,1,2, ,1,4,2,1,3,1,2,2, ,2,1,98,2,2,7,4,1,1,2,1,2,1,3,1,2,1,2,2,2,1,2,2,2,2,2,2,2, , , , , , ,7, , , , , , , ,2,1,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,1,3,1,2,2,2,7,7,6,1, , , , ,2,2,2,1,3,2,98,1.58293655,1.35178595,1.08791569
2015035147,49,5,3,1,4,4,2,7,4,1,3,5,6,3, , , ,1, ,2, ,1, , , ,6,5,1,2,1, ,1, ,2,1,98,2,5,5,4,1,2,2,3,3,1, ,1,2,1,2,2,2,1,2,2,2,2,2,2,1,16,30,1,2,2,1,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,3,1,2,2,2,7,5,5,3, , , , ,2,1,3,4,98,1,2,1.57085207,0.21016399,0.47443836
2015035148,28,4,2,1,2,2,1,4,2,1,3,6,4,3, , , ,1, ,2, ,1,2, , ,7,4,1,3,1, ,2, ,2,1,2,2,4,4,3,1,1,2,3,3,1, ,1,2,1,2,2,2,1,2,2,2,2,2,2,1,16,3,1,2,2,1,1,2,1,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,4,1,2,1,2,7,7,5,1, , , , ,1,1,3,1,3,1,2,0.66967207,0.82144887,1.31527793
2015035149,28,4,2,1,4,4,1,4,4,1,3,2,2,2,4,2, ,1, ,8, ,2,2, , ,1,1,3,1,2,2, ,1,2,4,1,1,3,7,1,2,1, ,1,1,2, , ,2, , , ,2,2,2,2,2,1,2,1,2, , , , , , ,1,1,2,2,2,2,2,1,2,1,0,0,0,0,0,1,0,0, , , , , , , ,3,3,5,3,1,0,1,0,0,1,4,1,1,1,2,7,7,5,2,1,2,2,1,1,1,3,2,2,1,98,0.61293965,0.67731724,1.23619092
2015035150,28,4,2,1,2,2,1,7,2,1,3,6,4,3, , , ,1, ,2, ,1, , , ,7,4,1,3,1, ,1, ,2,2,4,1,5,5,6,1,1,2,3,2,1, ,1,2,1,2,2,1,1,2,2,2,2,2,2,2, , , , , , ,4,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,6,5,2,2,1,1, ,1,1,3,2,2,1,2,0.44367856,0.60467184,0.96028352
2015035151,27,8,4,2,3,9,1,7,1,2,1,2,5,3, , ,3,1, ,2,2,1, , ,1,4,4,3,3,1,1,2, ,2,1,4,2,5,2,7,1,1,2,3,3,1,3,2,2, , , ,1,1,2,2,2,2,1,1,1,11,30,1,2,2,1,3,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,7,3, , , , ,2,1,3,1,2,1,98,0.31325154,0.24234653,0.56296484
2015035152,35,4,2,1,6,6,1,7,1,2,1,5,5,3, , ,3,1, ,8,8,2, , ,1,8,5,1,3,1, , ,1,2,1,5,1,5,3,6,1,1,2,3,3,1,3,2,1,2,2,2,1,2,1,1,1,2,2,2,1,1, ,2,2, , ,3,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,6,1, , , , ,2,1,3,2,3,1,2,0.39506827,0.21760132,0.54641237
2015035153,14,3,2,1,3,3,2,7,1,2,1,2,8,3, , ,3,1, ,2,2,1, , ,3,7,6,1,3,1,2,1, ,2,2,4,1,5,5,5,1,1,2,3,3,1,3,1,1,1,2,2,1,1,2,2,2,2,2,2,1,11,30,2,2, , ,2,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,3,1,2,2,2,5,5,5,2,2,1,2, ,1,1,3,2,2,1,2,1.05545838,0.67221618,0.75800540
2015035154,44,7,3,1,3,3,2,6,1,2,1,2,7,3, , ,3,1, ,2,2,1, , ,2,98,98,98,98,98,1,98, ,2,98,98,98,5,98,98,1,1,98,3,3,1,2,98,98, , , ,98,1,2,2,2,2,2,2,1,12,-98,1,2,2,1,3,1,2,2,2,2,2,98,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,4,1,1,2,2,7,7,6,98, , , , ,1,1,3,98,2,1,2,0.97970060,1.12922299,0.60806128
2015035155,49,5,3,1,6,6,1,7,1,2,1,6,5,3, , ,3,1, ,8,8,2, , ,1,8,1,1,3,1, , ,2,2,1,1,2,5,2,2,1,1,2,3,3,1,1,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1, ,2,2, , ,3,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,6,3, , , , ,2,1,3,2,2,1,2,0.89467562,0.22362937,0.60723263
2015035156,1,6,3,2,6,12,2,6,1,2,1,5,7,3, , ,3,1, ,8,8,2, , ,3,8,3,3,3,1, , ,1,2,1,3,1,5,3,3,1,1,1,3,3,1,3,98,1,1,2,2,1,2,1,2,1,2,2,2,1,1, ,2,2, , ,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,6,1,2,2,2,6,6,5,98, , , , ,1,99,99,98,98,98,98,0.65668055,0.77581465,0.56995028
2015035157,30,1,1,1,4,4,1,6,1,2,1,1,8,3, , ,3,1, ,1,2,1, , ,3,8,5,1,3,1,1,1, ,2,1,5,1,5,7,6,1,1,2,3,2,1,3,1,1,2,2,2,2,1,2,2,2,2,1,2,1,1, ,2,2, , ,3,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,2,1,2,2,2,7,7,4,3, , , , ,1,1,3,98,4,1,98,0.34860613,0.46970527,0.76797469
2015035158,13,8,4,1,3,3,1,6,1,2,1,1,5,1, , ,3,2,1,2,2,1, , ,1,5,7,1,3,2,2,2, ,2,1,4,2,5,4,7,1,1,2,3,2,1,2,98,1,1,2,2,2,1,2,2,2,2,2,2,2, , , , , , ,3,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,7,1,2,2,2,7,7,5,3, , , , ,2,1,3,1,2,1,2,0.36551919,0.42673454,0.66578087
2015035159,46,1,1,1,5,5,1,7,2,2,2,1,5,3, , , ,1, ,3,2,1, , ,3,8,5,1,3,1,2,1, ,2,1,5,2,5,5,3,1,1,2,3,3,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,1,17,20,1,2,2,1,3,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,2,1,2,2,2,6,6,5,3, , , , ,1,1,3,1,3,1,2,0.33914326,0.23875549,0.68006900
2015035160,20,1,1,1,4,4,1,5,2,1,3,6,6,3, , , ,1, ,2, ,1,2, , ,6,5,1,3,2, ,2, ,2,1,98,2,5,4,6,1,1,2,3,3,1, ,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1, ,2,2, , ,3,2,1,2,2,2,1,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,1,1,1,2,2,2,7,7,5,3, , , , ,2,1,3,98,98,1,98,0.52617324,0.60255473,1.21138862
2015035161,35,4,2,1,6,6,1,5,1,2,1,5,6,3, , ,3,1, ,8,8,2,2, ,1,8,5,3,3,1, , ,1,2,1,98,2,5,4,7,1,1,2,3,3,1,3,1,1,2,2,2,1,2,1,1,1,2,2,2,1,1, ,2,1,2, ,3,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,3,1,2,2,2,7,7,6,2,1,1,1, ,1,1,3,2,2,1,2,0.59630148,0.29561218,1.25639927
2015035162,47,5,3,1,4,4,2,6,1,2,1,1,6,3, , ,3,1, ,2,2,1, , ,1,5,7,1,3,2,1,1, ,2,2,3,1,3,5,4,1,1,1,3,3,1,3,1,1,1,2,2,1,1,2,2,2,2,2,2,2, , , , , , ,3,2,1,1,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , , , , , ,2,2,1,1, , , , , ,1,6,1,2,2,2,5,6,5,3, , , , ,2,1,3,2,3,1,2,1.04874467,0.96323330,0.86027495
2015035163,41,5,3,1,1,1,2,2,2,3,3,6,2,3, , , ,1, ,7, ,1,2, , ,1,7,1,3,2, ,2, ,2,4,2,2,98,6,2,2,2, ,3,3,2, , ,2, , , , ,2,2,2,2,2,2,1,1,14,-98,98,2, , ,7, , , , , , , ,2,98,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,4,98,2,2,98,3,7,3,3, , , , ,2,1,98,98,98,1,98,1.72944988,0.79207894,1.31248241
2015035164,44,7,3,1,3,3,2,2,1,2,1,2,5,3, , ,3,1, ,1,2,1,2, ,1,4,7,1,3,1,1,2, ,2,1,4,1,5,3,7,1,1,2,3,2,2, , ,2, , , ,1,1,2,2,2,2,1,2,1,8,30,1,2,2,1,2,1,2,2,2,2,2,1,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,2,1,2,2,2,7,7,6,3, , , , ,2,1,3,1,2,1,2,1.47872398,1.84147186,1.03357809
2015035165,46,1,1,1,6,6,1,6,1,2,1,5,7,3, , ,3,1, ,1,1,1, , ,3,8,5,3,3,1, ,1, ,2,1,2,1,4,5,7,1,1,2,3,3,1,1,1,1,2,2,2,1,2,1,2,1,2,1,2,1,5,20,2,2, , ,2,1,2,2,1,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,3,1,2,2,2,3,7,5,3, , , , ,2,1,3,2,2,1,2,0.33914326,0.23875549,0.68006900
2015035166,46,1,1,1,2,2,1,6,1,2,1,1,6,3, , ,3,1, ,2,2,1, , ,3,5,5,3,3,1,1,1, ,2,1,2,1,5,7,5,1,1,2,3,3,1,3,1,1,1,2,2,2,1,2,2,2,2,1,2,1,14,10,1,2,2,1,2,1,2,2,2,2,2,2,1,2,0,1,0,0,0,0,0,0,3,2,98, ,2,2,2,1,1,1,1, , , , , ,2,6,1,2,2,2,6,5,5,3, , , , ,2,1,3,1,2,1,2,0.38087239,0.27958960,1.60332683
2015035167,27,8,4,2,6,12,1,7,1,2,1,6,7,3, , ,2,1, ,8,8,2, , ,1,8,2,1,3,1, , ,1,2,1,3,1,5,3,7,1,1,2,3,3,1,1,2,1,2,2,2,1,2,1,2,1,2,2,2,1,4,20,1,2,2,1,2,2,1,2,2,2,2,1,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,6,2,1,1,2, ,1,1,3,1,99,1,2,0.33460598,0.24511694,0.63575184
2015035168,49,5,3,1,6,6,1,6,1,2,1,6,6,2,4,1,3,1, ,8,8,2, , ,3,10,1,1,3,1, , ,1,2,1,5,2,5,1,7,1,1,2,3,3,2, , ,1,2,2,2,2,2,2,1,1,1,2,2,1,14,0,1,2,2,1,2,1,2,2,2,2,2,1,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,6,4,6,2,2,1,1,2,2,1,3,2,3,2,2,0.89467562,0.22362937,0.60723263
2015035169,27,8,4,1,4,4,1,6,1,2,1,5,7,3, , ,3,1, ,2,2,1, , ,3,6,6,1,3,2, ,2, ,2,1,4,1,5,6,6,1,1,2,3,3,1,3,1,2,1,2,2,2,1,2,2,2,2,2,1,1,1, ,1,1,2,1,2,1,2,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,2,1,2, ,2,2,98,1,1,1,1, , , , , ,2,6,1,2,2,2,6,7,6,1, , , , ,1,1,3,3,3,1,2,0.36551919,0.29481075,0.80832582
2015035170,41,5,3,2,6,12,2,6,5,1,3,6,5,3, , , ,1, ,8, ,2, , , ,9,1,3,3,98, , ,1,2,98,3,1,99,1,1,99,99, ,98,3,2, , ,2, , , ,2,2,1,2,1,2,2,2,1,1, ,2,2, , ,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,6,6,99,3, , , , ,2,98,98,98,98,98,98,0.96004874,0.52833815,0.77242521
2015035171,40,1,1,1,3,3,1,4,2,3,3,5,3,3, , , ,1, ,2, ,1,2, , ,1,8,2,2,2, ,2, ,2,2,4,2,3,7,4,1,1,2,3,3,1, ,1,1,2,2,2,2,1,2,2,2,2,2,1,2, , , , , , ,3,2,1,1,2,2,1,98,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,7,1,2,2,1,6,6,6,3, , , , ,2,1,3,98,2,1,2,0.52617324,0.46975774,1.32186829
2015035172,13,8,4,1,2,2,1,6,2,1,3,6,5,3, , , ,1, ,2, ,1, , , ,6,4,1,3,2, ,2, ,2,1,1,2,5,5,2,1,1,2,3,3,1, ,1,2,1,2,2,2,1,2,2,2,2,2,1,1,15,5,1,2,2,1,1,2,1,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,3,1,2,2,2,7,6,5,3, , , , ,2,1,98,98,3,1,2,0.39935089,0.47310913,0.91713302
