NFCSID,STATEQ,CENSUSDIV,CENSUSREG,A3,A3Ar_w,A3B,A4A_new_w,A5_2015,A6,A7,A7A,A11,A8,AM21,AM30,AM31,AM22,X3,X4,A9,A10,A10A,A21_2015,A22_2015,A14,J1,J2,J3,J4,J5,J6,J8,J9,J10,J20,J30,J31,J32,J33_1,J33_2,B1,B2,B4,B30,B31,C1_2012,C2_2012,C3_2012,C4_2012,C5_2012,C10_2012,C11_2012,B14,D20_1,D20_2,D20_3,D20_4,D20_5,D20_6,D20_7,EA_1,E4A_2015,E5_2015,E7,E8,E20,E15_2015,F1,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F10,G1,G20,G30_1,G30_2,G30_3,G30_4,G30_5,G30_97,G30_98,G30_99,G31,G32,G33,G34,G35,G22_2015,G36,G25_1,G25_2,G25_4,G25_5,G37_1,G37_2,G37_3,G37_98,G37_99,G38,G23,H1,H30_1,H30_2,H30_3,M1_1,M1_2,M4,M20,M21_1,M21_2_2015,M21_3,M21_4,M30,M6,M7,M8,M31,M9,M10,wgt_n2,wgt_d2,wgt_s3
2015035173,12,9,4,2,1,7,2,6,2,3,3,6,5,3, , , ,1, ,3, ,1, , , ,4,6,3,2,2, ,2, ,2,3,2,2,5,1,7,1,1,2,3,3,2, , ,2, , , ,2,1,2,2,2,2,2,1,1,2,25,1,2,2,1,2,1,2,2,2,1,2,2,2,2,1,0,0,0,0,0,0,0,1,1,2,1,3,2,2,1,1,1,1, , , , , ,2,2,1,2,2,2,6,6,4,3, , , , ,2,1,3,98,2,1,98,0.69867540,0.08753066,0.32741868
2015035174,46,1,1,1,6,6,1,7,1,2,1,5,7,3, , ,3,1, ,2,3,1, , ,1,8,3,1,3,1, ,1, ,2,1,3,1,4,4,5,1,1,2,3,3,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,1, ,2,2, , ,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,1,2,2,7,7,5,3, , , , ,98,1,3,98,2,1,2,0.33914326,0.23875549,0.68006900
2015035175,19,7,3,1,3,3,2,7,1,2,1,2,5,2,4,2,3,1, ,2,4,1, , ,1,6,6,2,2,2,2,1, ,2,3,1,1,3,6,6,1,1,1,2,2,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,1,4,3,1,2,1,1,3,2,1,1,2,2,1,2,1,2,1,0,0,0,0,0,0,0,2,2,1,1,2,2,1,1,3,1,1, , , , , ,2,5,1,2,2,2,5,5,6,3, , , , ,1,1,3,4,2,1,2,1.31893930,0.45947868,0.82500175
2015035176,3,8,4,1,4,4,2,7,2,1,3,6,4,2,4,2, ,1, ,2, ,1, , , ,6,5,3,3,2, ,2, ,2,3,2,1,4,4,4,1,1,2,3,3,1, ,1,2,1,2,2,2,1,2,2,2,2,1,2,1,8,30,1,2,1,1,2,2,1,1,2,2,2,2,1,2,1,0,0,0,0,0,0,0,1,1,2,1,2,1,2,1,1,1,1, , , , , ,2,4,1,2,2,2,6,7,5,3, , , , ,2,1,3,1,2,1,2,0.62434990,1.95207334,0.64994508
2015035177,2,9,4,2,1,7,2,3,2,2,2,1,2,3, , , ,1, ,7,8,3,2, ,3,3,5,1,2,2,2, ,1,1,3,2,2,3,5,4,1,1,2,2,3,1,98,98,1,1,2,2,1,2,2,2,2,1,2,2,1,1, ,2,2, , ,2,1,1,2,1,2,2,1,2,1,0,0,0,0,0,1,0,0, , , , , , , ,1,1,5,1,1,1,0,0,0,1,5,1,2,1,1,6,5,4,3, , , , ,1,1,2,2,1,2,1,1.05455490,0.06938780,0.95438331
2015035178,40,1,1,1,4,4,2,6,2,1,3,5,2,3, , , ,1, ,6, ,1, , , ,2,1,2,2,2, ,2, ,2,2,3,1,5,3,6,1,1,2,3,3,2, , ,2, , , ,2,2,2,2,1,2,2,2,1,9,-98,1,2,98,1,3,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,4,1,0,1,0,0,0,2,7,1,1,2,2,6,6,4,2,2,1,2, ,2,1,3,98,2,1,2,0.22716905,0.28751092,0.66393513
2015035179,28,4,2,1,2,2,1,6,2,1,3,6,7,3, , , ,1, ,2, ,1, , , ,9,7,3,3,1, ,1, ,2,1,3,1,5,5,6,1,2,2,3,1,1, ,1,2,1,2,2,2,1,2,2,2,2,2,2,2, , , , , , ,4,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,2,1,2,2,2,7,7,6,2,1,2,2, ,1,1,3,2,2,1,2,0.44367856,0.60467184,0.96028352
2015035180,40,1,1,1,6,6,1,6,2,1,3,6,1,3, , , ,1, ,8, ,2, , , ,4,6,3,2,1, , ,2,2,1,1,1,3,5,4,1,1,2,3,3,2, , ,2, , , ,2,2,2,2,1,1,2,2,2, , , , , , ,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,3,1,2,2,2,6,7,5,3, , , , ,2,1,3,3,2,1,2,0.33914326,0.38177918,0.74397146
2015035181,49,5,3,1,6,6,1,7,1,2,1,5,7,2,4,2,3,1, ,8,2,2, , ,3,6,7,3,3,2, , ,1,2,1,3,2,4,2,3,1,1,2,2,3,1,3,2,1,2,2,2,2,1,1,1,1,2,2,2,1,1, ,1,2,2,1,2,2,1,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,4,1,2,2,2,6,6,5,3, , , , ,1,1,3,1,2,1,2,0.89467562,0.22362937,0.60723263
2015035182,20,1,1,1,4,4,1,6,1,2,1,3,7,3, , ,3,1, ,2,2,1, , ,1,1,10,3,3,2,2,1, ,1,2,3,2,3,3,3,1,1,1,3,3,1,2,98,2, , , ,2,1,2,2,2,2,2,2,1,14,25,1,2,2,1,3,2,1,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,4,1,1,2,2,4,7,6,3, , , , ,1,1,3,1,2,1,2,0.34860613,0.47584252,0.73744533
2015035183,51,8,4,1,5,5,1,7,1,4,1,1,6,3, , ,3,1, ,3,2,1, , ,1,5,2,3,2,2,2,2, ,2,2,1,2,4,3,6,1,1,1,3,3,1,3,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1, ,1,1,2,1,2,2,1,2,2,2,2,1,1,2,0,0,1,0,0,0,0,0,1,1,1, ,2,2,2,3,1,1,1, , , , , ,2,6,1,2,2,2,5,6,6,98, , , , ,1,1,3,2,2,1,2,0.35559722,0.15652265,0.60171501
2015035184,46,1,1,1,5,5,1,6,2,1,3,6,4,3, , , ,1, ,8, ,2, , , ,8,8,2,3,1, , ,1,2,1,4,1,5,5,7,1,1,2,3,3,1, ,1,1,1,2,2,2,2,2,2,2,2,2,2,1,5,50,2,2, , ,3,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,5,2,2,2,1, ,1,1,3,1,2,1,2,0.33914326,0.23875549,0.68006900
2015035185,35,4,2,1,6,6,2,7,1,2,1,5,6,2,4,1,3,1, ,8,3,2, , ,1,7,4,1,3,1, , ,1,2,1,2,1,5,2,7,1,1,2,3,3,1,3,1,1,2,2,2,1,1,1,1,1,2,2,2,1,6,20,1,2,2,1,1,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,4,6,3, , , , ,2,1,3,2,2,1,2,0.25744609,0.19126588,0.91455711
2015035186,35,4,2,2,6,12,1,6,1,2,1,5,7,3, , ,2,1, ,8,1,2, , ,3,8,6,1,3,99, , ,1,1,1,3,2,5,4,7,1,1,2,3,3,1,3,1,1,1,2,2,1,1,2,2,1,2,1,2,1,1, ,2,2, , ,5,1,2,2,1,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,5,7,6,2,2,2,1, ,1,1,3,1,4,1,98,0.37174701,0.20610516,0.43899813
2015035187,9,5,3,2,4,10,2,2,1,2,1,2,6,3, , ,3,1, ,2,2,1,2, ,98,9,1,98,2,2,2,1, ,2,4,98,2,3,3,4,1,2,2,3,3,1,3,1,2,1,1,1,2,2,2,2,2,2,2,2,2, , , , , , ,1,1,2,2,2,2,2,2,1,1,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,3,3,6,2,1, ,2, ,2,1,98,98,1,2,98,1.35658352,0.11943842,1.33273000
2015035188,2,9,4,1,5,5,1,5,1,2,1,5,8,2,4,2,3,1, ,2,2,1,2, ,1,8,8,3,3,2, ,1, ,2,1,3,1,5,4,4,1,1,2,3,3,1,3,1,1,1,2,2,2,1,2,1,2,2,2,2,1,1, ,1,2,2,1,3,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,6,1,2,2,2,7,7,5,3, , , , ,2,1,3,98,2,1,2,1.99313062,0.10610163,1.12419339
2015035189,44,7,3,1,2,2,2,7,1,2,1,1,5,3, , ,3,1, ,3,2,1, , ,3,8,4,1,3,1,2,2, ,2,1,1,1,5,7,6,1,1,2,3,3,1,1,98,2, , , ,2,1,2,2,2,2,2,1,1,16,40,1,2,2,1,3,1,2,2,2,2,2,99,2,2,1,0,0,0,0,0,0,0,1,98,1,3,1,2,2,1,1,1,1, , , , , ,2,2,1,2,2,2,7,7,6,3, , , , ,1,98,98,98,98,98,98,1.07037966,1.17280497,0.61326964
2015035190,46,1,1,2,6,12,1,7,5,1,3,5,4,3, , , ,1, ,1, ,1, , , ,7,4,3,2,1, ,1, ,2,1,1,2,5,6,5,1,1,2,3,3,1, ,1,1,2,2,2,1,1,1,1,1,2,2,2,1,7,25,1,2,2,1,3,1,1,2,1,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,3,1,2,2,2,6,6,6,3, , , , ,1,1,3,2,3,1,2,0.31912332,0.23539563,0.64308958
2015035191,46,1,1,2,6,12,1,6,4,2,2,5,5,3, , , ,1, ,8,8,2, , ,3,4,3,3,2,1, , ,1,2,2,3,2,4,5,4,1,1,2,3,3,1,3,2,1,2,1,2,2,2,1,1,1,2,2,2,1,1, ,2,2, , ,3,2,1,2,2,2,1,2,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,5,1,2,2,2,4,4,4,3, , , , ,2,1,3,98,2,1,98,0.31912332,0.23539563,0.64308958
2015035192,49,5,3,1,6,6,1,6,4,1,3,5,2,3, , , ,1, ,8, ,2, , , ,6,4,2,2,1, , ,2,2,1,3,1,5,7,7,1,1,2,3,3,1, ,2,2, , , ,2,2,1,2,1,2,2,2,2, , , , , , ,3,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,6,2,1,1,2, ,1,1,3,2,3,1,2,0.89467562,0.22362937,0.60723263
2015035193,15,3,2,1,1,1,2,6,2,1,3,6,2,3, , , ,1, ,5, ,1, , , ,2,3,2,3,1, ,2, ,2,2,4,2,4,2,6,1,1,1,3,3,2, , ,2, , , ,2,1,2,2,2,2,2,1,2, , , , , , ,2,1,1,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,3,98,1,3,1,1,1,1,1,1,1, , , , , ,2,6,1,2,2,2,5,6,3,1, , , , ,1,1,3,98,2,1,98,2.24692434,0.74759544,1.40513152
2015035194,38,9,4,1,2,2,2,5,1,2,1,3,3,3, , ,3,1, ,1,4,1,2, ,1,5,3,3,2,2,2,1, ,2,4,1,2,4,5,2,1,1,1,3,3,2, , ,2, , , ,2,1,2,2,2,2,2,2,1,14,10,1,2,2,3,7, , , , , , , ,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,4,1,0,1,0,0,0,1,2,1,2,2,2,4,6,5,1, , , , ,2,1,3,1,2,1,2,3.82340162,0.51015957,4.16294608
2015035195,30,1,1,1,3,3,1,4,2,2,2,1,2,3, , , ,1, ,1,4,1,2, ,1,3,3,3,1,2,2,2, ,2,4,1,1,2,4,5,1,1,1,3,3,2, , ,2, , , ,2,1,2,2,2,1,2,1,1,13,100,2,2, , ,7, , , , , , , ,2,2,0,1,0,0,0,0,0,0,1,2,2, ,4,1,2,1,1,1,1, , , , , ,1,7,1,1,1,1,7,6,5,3, , , , ,1,1,3,98,2,1,98,0.52617324,0.59478320,0.99561466
2015035196,4,7,3,1,4,4,1,6,1,2,1,3,8,3, , ,3,1, ,2,4,1, , ,1,9,6,1,3,1,1,1, ,2,1,2,2,5,3,5,1,1,2,3,3,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,1,8,20,1,2,2,1,3,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,3,1,2,2,2,3,7,5,2,2,1,1, ,1,1,3,2,2,1,2,1.15657145,0.28220219,0.77512429
2015035197,13,8,4,1,5,5,1,4,1,2,1,6,4,3, , ,3,1, ,3,1,1,2, ,3,6,5,3,2,2, ,1, ,1,98,2,2,5,7,4,1,1,2,3,3,1,3,2,2, , , ,2,1,1,2,1,2,1,2,1,1, ,1,2,2,1,2,1,1,2,2,2,2,1,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,4,1,2,2,1,5,6,6,3, , , , ,1,1,98,98,3,1,98,0.53672534,0.66379656,1.19605834
2015035198,41,5,3,1,6,6,2,7,2,1,3,6,4,2,4,2, ,1, ,8, ,2, , , ,1,4,2,3,2, , ,2,2,1,1,1,4,1,6,1,1,2,3,3,1, ,2,2, , , ,2,1,1,2,1,2,2,2,1,8,15,1,2,1,1,5,2,1,1,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,7,1,2,2,2,7,6,6,98, , , , ,2,1,3,2,4,1,2,1.02027664,0.56026183,0.86640230
2015035199,47,5,3,1,6,6,2,6,1,2,1,5,8,2,4,1,3,1, ,2,2,1, , ,3,8,4,3,3,1, ,1, ,2,1,4,1,5,1,6,1,1,2,3,2,1,3,1,1,2,2,2,1,1,1,2,2,2,2,2,1,10,40,1,2,2,1,2,1,2,2,2,2,2,1,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,6,1, , , , ,1,1,3,98,3,1,2,1.02027664,0.97650526,0.88636506
2015035200,49,5,3,1,6,6,1,7,1,2,1,5,5,2,4,1,2,1, ,2,4,1, , ,1,8,8,1,3,2, ,2, ,2,1,3,2,5,2,5,1,1,2,3,2,2, , ,1,1,2,2,1,1,2,2,1,2,2,2,2, , , , , , ,2,1,1,2,2,2,2,1,1,2,0,0,0,0,0,1,0,0, , , , , , , ,3,1,1,1, , , , , ,2,4,1,2,2,2,7,5,6,1, , , , ,2,1,3,3,98,1,2,0.89467562,0.22362937,0.60723263
2015035201,44,7,3,1,3,3,2,3,2,3,3,6,4,3, , , ,1, ,7, ,1,2, , ,2,4,2,3,2, ,2, ,2,2,3,1,2,7,3,2,2, ,3,3,2, , ,2, , , , ,2,2,2,2,2,2,2,2, , , , , , ,1,1,2,2,2,2,2,2,2,1,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,1,7,2,2,1,2,4,5,4,3, , , , ,2,1,3,3,3,1,2,1.47872398,1.84147186,1.03357809
2015035202,44,7,3,1,3,3,2,6,1,2,1,6,6,99, , ,99,1, ,2,2,1, , ,1,8,7,98,99,1, ,2, ,1,3,3,2,99,1,4,1,1,2,1,1,98, , ,98, , , ,2,1,2,2,1,1,1,1,2, , , , , , ,99, , , , , , , ,2,1,0,0,0,0,0,1,0,0, , , , , , , ,4,1,5,1,1,0,1,0,0,1,5,1,2,2,2,4,1,3,1, , , , ,1,98,98,98,98,98,1,0.97970060,1.12922299,0.60806128
2015035203,4,7,3,1,2,2,1,7,1,2,1,2,7,3, , ,3,1, ,2,4,1, , ,1,8,10,1,3,1,1,1, ,2,1,5,1,5,2,7,1,1,2,3,3,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,1,6,20,1,2,2,1,2,1,2,2,2,2,2,1,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,6,2,2,1,2, ,2,1,3,98,2,1,2,1.26362131,0.29309369,1.49667185
2015035204,13,8,4,1,5,5,1,6,4,1,3,5,5,3, , , ,1, ,8, ,2, , , ,5,3,3,3,1, , ,1,2,2,2,1,3,4,4,1,1,2,3,3,1, ,1,1,2,2,2,2,2,1,2,1,2,2,2,1,11,3,1,2,1,1,1,2,1,1,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,5,1,1,2,2,7,7,5,2,1,2,1, ,1,1,3,2,4,1,2,0.35559722,0.39851697,0.68775088
2015035205,12,9,4,1,3,3,2,7,1,2,1,2,7,3, , ,3,1, ,2,1,1, , ,1,6,6,1,3,2,2,1, ,2,1,2,2,5,5,6,1,1,2,3,3,1,3,1,1,1,2,2,2,1,2,2,2,2,1,1,1,15,31,1,2,2,1,4,2,1,1,1,2,2,1,2,2,1,1,0,0,0,0,0,0,1,2,1,1,2,98,2,1,1,1,1, , , , , ,2,7,1,2,2,2,6,6,6,2,2,2,1, ,1,1,3,1,2,1,2,0.88452069,0.09672104,0.68528377
2015035206,20,1,1,1,4,4,1,4,4,4,3,5,3,3, , , ,1, ,2, ,1,2, , ,4,7,2,2,2, ,2, ,2,2,2,2,5,6,6,1,1,2,3,2,1, ,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1, ,1,2,2,1,3,2,2,1,2,2,2,1,2,2,0,0,1,0,0,0,0,0,3,2,1, ,2,1,1,2,1,1,1, , , , , ,2,7,1,2,2,2,5,6,6,3, , , , ,1,1,3,4,3,1,98,0.52617324,0.60255473,1.21138862
2015035207,44,7,3,1,2,2,2,6,2,2,2,6,1,3, , , ,1, ,3,2,1, , ,2,5,5,3,3,2, ,2, ,2,4,98,2,98,98,98,1,1,1,3,3,2, , ,2, , , ,2,1,2,2,2,2,2,2,2, , , , , , ,1,98,98,98,98,98,98,2,2,2,1,0,0,0,0,0,0,0,1,2,2,3,1,1,1,1,1,1,1, , , , , ,2,4,1,2,2,2,4,4,4,2,2,1,2, ,2,98,98,98,98,98,98,1.07037966,1.17280497,0.61326964
2015035208,49,5,3,1,6,6,1,7,4,4,3,5,5,2,4,2, ,1, ,8, ,2, , , ,1,99,2,2,2, , ,2,2,3,2,2,4,6,5,1,1,1,3,3,1, ,2,2, , , ,2,1,1,2,1,2,2,2,1,97, ,2,1,2, ,4,2,1,1,2,2,2,2,2,1,0,0,1,0,0,0,0,0,2,2,2, ,2,2,2,1,1,1,1, , , , , ,2,7,1,1,2,2,7,7,5,3, , , , ,2,1,3,1,3,1,98,0.89467562,0.22362937,0.60723263
2015035209,27,8,4,1,4,4,1,7,1,2,1,2,7,2,3,1,3,1, ,2,2,1, , ,1,9,6,1,3,1,1,1, ,2,1,4,2,5,1,6,1,1,2,3,3,1,3,2,1,1,2,2,1,1,1,2,2,2,2,2,1,10,0,1,2,2,1,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,6,1, , , , ,2,1,3,2,3,1,2,0.36551919,0.29481075,0.80832582
2015035210,47,5,3,1,5,5,2,4,1,2,1,5,4,3, , ,3,1, ,2,2,1,2, ,1,3,5,2,1,2, ,2, ,1,4,1,2,2,7,4,1,2,1,2,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , ,3,2,1,1,1,1,2,1,1,1,0,0,0,0,0,1,0,0, , , , , , , ,1,1,4,1,0,1,1,0,0,1,7,1,1,1,1,4,5,5,3, , , , ,2,1,3,4,3,1,1,1.68112807,1.53672260,1.25898114
2015035211,14,3,2,1,3,3,2,6,1,2,1,1,8,3, , ,3,1, ,2,2,1, , ,3,9,9,3,3,1,1,1, ,2,1,5,2,5,2,7,1,1,2,3,3,1,3,1,1,1,1,2,1,1,2,2,2,2,1,2,1,10,13,1,2,2,1,3,2,1,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,98,2,2,1,2,2,2,1,1,1,1, , , , , ,2,5,1,2,2,2,7,7,7,3, , , , ,2,1,3,2,2,1,2,1.05545838,0.67221618,0.75800540
2015035212,35,4,2,1,4,4,1,6,4,1,3,5,6,2,3,1, ,1, ,2, ,1, , , ,8,7,1,3,1, ,1, ,2,1,5,2,5,2,4,1,1,2,3,3,1, ,1,1,1,2,2,2,1,1,2,2,1,2,2,1,1, ,2,2, , ,2,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,5,6,98, , , , ,2,1,3,2,2,1,2,0.40609157,0.21277447,0.69703006
2015035213,1,6,3,2,6,12,2,6,5,1,3,5,5,3, , , ,1, ,8, ,2, , , ,4,7,2,2,2, , ,1,2,2,3,2,2,2,2,1,1,1,3,2,1, ,2,2, , , ,1,1,1,2,1,2,1,1,1,2,-98,1,2,2,1,2,2,1,1,1,1,2,2,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,99,1,1, , , , , ,99,5,1,2,2,2,5,5,5,99, , , , ,2,1,2,4,2,1,2,0.65668055,0.77581465,0.56995028
2015035214,2,9,4,1,5,5,2,7,1,2,1,5,7,2,4,1,3,1, ,2,2,1, , ,1,1,4,1,3,1, ,1, ,1,1,1,1,5,6,7,1,1,2,3,3,1,2,1,1,1,2,2,1,1,1,2,2,2,2,2,1,15,0,1,2,2,1,3,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,6,2,1,1,1,1,2,1,3,1,4,1,2,0.86051049,0.04588267,0.96110651
2015035215,47,5,3,1,1,1,2,6,2,2,2,5,8,3, , , ,1, ,2,2,1, , ,1,7,9,1,3,1, ,2, ,2,1,3,1,5,6,7,1,1,2,3,2,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2, , , , , , ,3,1,2,2,2,2,2,1,1,2,0,1,0,0,0,0,0,0,3,2,1, ,2,2,2,1,1,1,1, , , , , ,2,3,1,2,2,1,7,7,4,3, , , , ,1,1,3,2,2,1,2,1.25084460,1.10311309,0.98364214
2015035216,43,6,3,1,4,4,2,5,2,4,3,6,3,3, , , ,1, ,2, ,1,2, , ,1,2,2,2,2, ,1, ,1,4,3,2,3,7,5,1,2,1,3,3,1, ,1,2,1,2,1,2,2,2,1,2,2,2,2,2, , , , , , ,2,2,1,1,1,1,2,1,1,2,1,0,0,0,0,0,0,0,3,2,2,1,2,1,2,1,1,1,1, , , , , ,2,7,1,2,2,2,1,1,3,3, , , , ,1,1,98,98,1,98,98,1.08274048,2.05446560,1.16724200
2015035217,13,8,4,1,2,2,1,6,1,2,1,4,6,3, , ,3,1, ,2,4,1, , ,1,6,4,1,3,1,2,2, ,2,1,4,1,5,4,3,1,1,2,3,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,13,20,1,2,2,1,3,1,2,2,2,2,2,1,1,2,1,0,0,0,0,0,0,0,1,2,2,1,2,2,1,1,1,1,1, , , , , ,2,5,1,2,2,2,3,2,6,98, , , , ,2,1,3,98,2,1,2,0.39935089,0.47310913,0.91713302
2015035218,14,3,2,1,3,3,2,6,1,2,1,5,7,3, , ,3,1, ,2,2,1, , ,3,8,5,3,3,1, ,2, ,2,1,4,2,5,7,6,1,1,2,3,2,1,3,1,2,1,2,2,2,1,2,2,2,2,2,2,1,17,30,1,2,2,1,2,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , , , , ,2,1,1,1, , , , , ,2,2,1,2,2,2,7,7,6,98, , , , ,2,1,3,98,3,1,98,1.05545838,0.67221618,0.75800540
2015035219,12,9,4,1,4,4,2,7,1,2,1,4,8,3, , ,3,1, ,2,1,1, , ,1,3,7,1,3,2,1,1, ,2,1,5,1,3,6,5,1,1,2,3,3,1,1,1,2,1,2,2,99,1,2,2,2,2,2,2,1,11,20,1,2,2,1,3,2,1,2,2,2,2,98,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,7,1,2,2,2,6,6,6,3, , , , ,2,1,3,2,3,1,2,0.88452069,0.09672104,0.68528377
2015035220,35,4,2,1,2,2,1,6,1,2,1,6,6,3, , ,3,1, ,2,2,1, , ,3,7,7,3,2,2, ,2, ,2,2,3,2,4,6,6,1,1,2,2,2,1,3,1,1,1,2,2,1,1,2,2,2,2,2,2,1,16,3,1,2,2,1,2,2,1,1,2,2,2,2,1,1,1,0,0,0,0,0,0,0,1,1,2,3,2,2,1,1,1,1,1, , , , , ,2,5,1,2,2,2,6,6,6,2,1,1,1, ,1,1,1,1,2,1,2,0.44367856,0.25805242,1.51073085
2015035221,28,4,2,1,4,4,2,7,1,2,1,3,7,1, , ,3,2,1,2,1,1, , ,1,5,5,3,3,2,2,1, ,2,1,2,1,3,5,3,1,1,2,3,3,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,1,15,0,1,1,2,1,2,1,1,1,2,2,2,2,1,2,0,0,1,0,0,0,0,0,1,1,1, ,2,2,2,1,1,1,1, , , , , ,2,7,1,2,2,2,5,5,5,3, , , , ,1,1,3,2,2,1,2,0.26462942,0.43823525,0.67208691
2015035222,28,4,2,1,2,2,2,7,1,2,1,1,5,3, , ,3,1, ,5,2,1, , ,1,8,2,1,3,2,2,2, ,2,1,1,1,5,2,3,1,1,2,3,2,2, , ,2, , , ,2,1,2,2,2,2,2,1,2, , , , , , ,5,1,2,2,2,2,2,2,2,1,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,1,1,2,2,2,7,7,6,3, , , , ,1,1,2,3,2,1,98,0.55234433,0.60256807,0.86196049
2015035223,19,7,3,2,6,12,2,4,5,4,3,5,4,3, , , ,1, ,8, ,2,2, , ,5,3,2,3,1, , ,1,2,2,5,2,5,4,6,1,1,2,3,3,1, ,1,1,2,2,2,2,2,1,1,1,2,2,2,1,1, ,2,2, , ,3,1,2,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,4,1,2,2,2,7,7,6,3, , , , ,2,1,3,4,2,1,2,1.82239311,0.69079199,1.18275906
2015035224,46,1,1,1,5,5,1,6,1,2,1,1,4,3, , ,3,1, ,8,4,2, , ,1,8,7,2,2,1,1, ,2,2,1,1,1,5,4,6,1,1,2,3,3,2, , ,1,2,2,2,1,2,2,1,2,2,1,2,1,1, ,2,2, , ,3,1,2,2,2,2,2,1,2,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,2,99,2,2,2,7,7,6,3, , , , ,99,1,3,2,2,1,2,0.33914326,0.23875549,0.68006900
2015035225,51,8,4,1,6,6,1,6,1,2,1,2,8,2,4,1,3,1, ,8,8,2, , ,3,5,2,1,3,1,2, ,2,2,1,3,1,5,2,4,1,1,2,3,3,1,2,2,2, , , ,1,1,1,2,1,1,2,2,1,8,20,1,2,2,1,4,2,1,1,2,2,2,2,1,2,0,0,0,0,0,1,0,0, , , , , , , ,1,1,1,1, , , , , ,2,7,1,2,2,2,1,1,5,3, , , , ,2,1,3,98,3,1,98,0.35559722,0.15652265,0.60171501
